t_in,t_out,dir,vol,p_in,p_out,pl,exit,dist
2024-03-01 17:51:00,2024-03-01 18:12:00,buy,0.01,2069.05,2073.69,4.56,-,4.64
2024-03-01 18:22:00,2024-03-01 18:56:00,buy,0.01,2076.44,2081.27,4.75,-,4.83
2024-03-01 18:57:00,2024-03-01 20:19:00,buy,0.01,2081.74,2086.8,4.98,-,5.06
2024-03-04 15:58:00,2024-03-04 16:18:00,buy,0.01,2090.58,2095.63,4.97,-,5.05
2024-03-04 16:43:00,2024-03-04 17:50:00,buy,0.01,2098.9,2103.62,4.64,-,4.72
2024-03-04 18:13:00,2024-03-04 18:35:00,buy,0.01,2113.03,2117.97,4.86,-,4.94
2024-03-05 15:33:00,2024-03-06 15:57:00,buy,0.01,2137.85,2138.74,0.0199999999999999,-,0.89
2024-03-08 15:17:00,2024-03-08 15:31:00,buy,0.01,2164.74,2172.23,7.41,-,7.49
2024-03-08 15:48:00,2024-03-08 19:04:00,buy,0.01,2179.57,2184.36,4.71,-,4.79
2024-03-08 19:06:00,2024-03-08 19:20:00,buy,0.01,2189.88,2195.02,5.06,-,5.14
2024-03-18 16:45:00,2024-03-18 17:44:00,buy,0.01,2155.9,2160.5,4.52,-,4.6
2024-03-20 17:03:00,2024-03-20 21:05:00,buy,0.01,2163.85,2170.43,6.5,-,6.58
2024-03-20 21:06:00,2024-03-20 21:46:00,buy,0.01,2172.38,2177.83,5.37,-,5.45
2024-03-20 21:47:00,2024-03-20 21:59:00,buy,0.01,2177.48,2183.55,5.99,-,6.07
2024-03-20 22:18:00,2024-03-20 22:29:00,buy,0.01,2181.42,2187.81,6.31,-,6.39
2024-03-20 22:49:01,2024-03-20 23:21:00,buy,0.01,2181.15,2185.87,4.64,-,4.72
2024-03-21 01:17:00,2024-03-21 01:45:34,buy,0.01,2212.31,2194.96,-17.43,sl,17.35
2024-03-22 19:15:00,2024-03-25 01:09:01,buy,0.01,2166.21,2167.5,0.42,-,1.29
2024-03-26 12:42:00,2024-03-26 13:56:00,buy,0.01,2194.34,2199.67,5.25,-,5.33
2024-03-26 15:47:00,2024-03-26 18:40:26,buy,0.01,2189.51,2172.12,-17.47,sl,17.31
2024-03-27 12:51:00,2024-03-27 14:22:00,buy,0.01,2190.88,2196.62,5.66,-,5.74
2024-03-27 15:05:00,2024-03-27 16:37:00,buy,0.01,2184.58,2190.02,5.36,-,5.44
2024-03-28 13:38:00,2024-03-28 15:17:00,buy,0.01,2210.61,2215.22,4.53,-,4.61
2024-04-01 01:30:00,2024-04-01 02:44:00,buy,0.01,2241.95,2245.43,3.4,-,3.48
2024-04-02 16:39:00,2024-04-02 17:04:00,buy,0.01,2263.7,2271.91,8.130000000000003,-,8.21
2024-04-02 17:24:00,2024-04-02 17:56:41,buy,0.01,2274.27,2257.83,-16.52,sl,16.42
2024-04-05 17:27:00,2024-04-05 17:33:00,buy,0.01,2310.13,2314.79,4.58,-,4.66
2024-04-05 17:58:00,2024-04-05 18:06:00,buy,0.01,2317.44,2322.4,4.88,-,4.96
2024-04-05 18:29:00,2024-04-05 18:41:00,buy,0.01,2326.37,2327.97,1.52,-,1.6
2024-04-08 05:37:00,2024-04-08 05:39:00,buy,0.01,2340.75,2349.07,8.240000000000002,-,8.32
2024-04-08 06:08:00,2024-04-08 06:24:26,buy,0.01,2345.91,2345.26,-0.7300000000000001,sl,0.64
2024-04-09 16:48:00,2024-04-09 17:13:00,buy,0.01,2359.22,2361.68,2.38,-,2.46
2024-04-09 18:30:00,2024-04-09 22:57:00,buy,0.01,2345.88,2350.68,4.72,-,4.8
2024-04-10 17:03:00,2024-04-10 17:08:00,buy,0.01,2334.53,2339.83,5.22,-,5.3
2024-04-10 17:34:00,2024-04-10 17:50:00,buy,0.01,2345.74,2351.21,5.39,-,5.47
2024-04-12 05:07:00,2024-04-12 06:38:36,buy,0.01,2393.93,2386.32,-7.69,sl,7.61
2024-04-12 17:12:00,2024-04-12 17:16:00,buy,0.01,2410.11,2417.19,7.0,-,7.08
2024-04-12 17:43:00,2024-04-12 17:54:00,buy,0.01,2415.87,2423.64,7.689999999999999,-,7.77
2024-04-12 18:14:00,2024-04-12 18:27:53,buy,0.01,2414.35,2397.41,-17.02,sl,16.93
2024-04-15 18:01:00,2024-04-15 18:30:00,buy,0.01,2346.71,2351.37,4.58,-,4.66
2024-04-15 18:32:00,2024-04-15 19:43:00,buy,0.01,2351.2,2356.73,5.45,-,5.53
2024-04-15 22:28:00,2024-04-16 01:16:00,buy,0.01,2387.17,2389.97,1.93,-,2.8
2024-04-16 18:03:00,2024-04-16 18:09:00,buy,0.01,2387.47,2392.69,5.14,-,5.22
2024-04-16 18:34:00,2024-04-16 18:55:00,buy,0.01,2381.65,2387.43,5.7,-,5.78
2024-04-17 16:45:00,2024-04-17 17:49:00,buy,0.01,2393.77,2395.41,1.5599999999999998,-,1.64
2024-04-17 19:15:00,2024-04-17 19:45:29,buy,0.01,2380.89,2364.16,-16.81,sl,16.73
2024-04-19 04:22:00,2024-04-19 04:32:00,buy,0.01,2394.53,2404.2,9.590000000000002,-,9.67
2024-04-19 04:53:00,2024-04-19 05:02:00,buy,0.01,2411.16,2414.76,3.52,-,3.6
2024-04-19 05:41:00,2024-04-19 05:43:00,buy,0.01,2396.0,2401.21,5.13,-,5.21
2024-04-23 16:46:00,2024-04-23 17:08:00,buy,0.01,2325.71,2331.12,5.33,-,5.41
2024-04-23 17:17:00,2024-04-23 19:39:00,buy,0.01,2323.7,2328.31,4.53,-,4.61
2024-04-24 18:02:00,2024-04-24 22:50:25,buy,0.01,2334.91,2318.11,-16.88,sl,16.79
2024-04-25 17:39:00,2024-04-25 19:20:27,buy,0.01,2342.99,2326.35,-16.72,sl,16.59
2024-04-26 16:47:00,2024-04-26 17:01:00,buy,0.01,2337.44,2342.52,5.0,-,5.08
2024-04-29 15:30:00,2024-04-29 16:32:00,buy,0.01,2333.94,2335.69,1.67,-,1.75
2024-05-01 21:40:00,2024-05-01 21:45:00,buy,0.01,2318.68,2324.23,5.47,-,5.55
2024-05-01 22:11:00,2024-05-02 02:53:00,buy,0.01,2320.03,2324.67,2.18,-,4.64
2024-05-02 18:03:00,2024-05-02 21:10:00,buy,0.01,2304.24,2309.16,4.84,-,4.92
2024-05-03 15:31:00,2024-05-03 15:44:42,buy,0.01,2319.44,2302.9,-16.619999999999997,sl,16.52
2024-05-09 15:38:00,2024-05-09 15:46:00,buy,0.01,2324.39,2329.13,4.66,-,4.74
2024-05-09 17:20:00,2024-05-09 18:10:00,buy,0.01,2334.96,2336.63,1.59,-,1.67
2024-05-14 12:10:00,2024-05-14 15:44:00,buy,0.01,2347.0,2346.77,-0.31,-,0.23
2024-05-15 15:45:00,2024-05-15 16:49:01,buy,0.01,2375.79,2358.86,-17.009999999999998,sl,16.92
2024-05-15 18:08:00,2024-05-15 18:21:00,buy,0.01,2378.21,2383.89,5.6,-,5.68
2024-05-15 18:39:00,2024-05-15 19:29:00,buy,0.01,2380.58,2385.69,5.03,-,5.11
2024-05-17 16:11:00,2024-05-17 17:26:00,buy,0.01,2399.41,2405.12,5.63,-,5.71
2024-05-17 17:55:00,2024-05-17 23:33:00,buy,0.01,2415.3,2421.04,5.66,-,5.74
2024-05-20 04:01:00,2024-05-20 04:04:00,buy,0.01,2431.98,2437.45,5.39,-,5.47
2024-05-27 19:00:00,2024-05-28 08:56:17,buy,0.01,2352.51,2349.91,-3.47,sl,2.6
2024-05-28 16:23:00,2024-05-29 09:05:21,buy,0.01,2362.76,2354.56,-9.07,sl,8.2
2024-05-31 15:52:00,2024-05-31 16:03:00,buy,0.01,2353.68,2358.55,4.79,-,4.87
2024-06-05 18:01:00,2024-06-05 18:45:00,buy,0.01,2352.39,2357.17,4.7,-,4.78
2024-06-05 18:46:00,2024-06-06 04:11:00,buy,0.01,2355.66,2360.45,2.33,-,4.79
2024-06-06 04:27:00,2024-06-06 04:32:00,buy,0.01,2366.8,2372.41,5.53,-,5.61
2024-06-06 18:29:00,2024-06-07 03:54:00,buy,0.01,2374.51,2379.22,3.84,-,4.71
2024-06-07 18:54:00,2024-06-07 19:24:00,buy,0.01,2306.02,2310.78,4.68,-,4.76
2024-06-11 15:41:00,2024-06-12 10:37:17,buy,0.01,2318.69,2311.67,-7.89,sl,6.97
2024-06-12 15:31:00,2024-06-12 15:38:00,buy,0.01,2323.29,2328.58,5.21,-,5.29
2024-06-12 16:02:00,2024-06-12 17:06:28,buy,0.01,2338.65,2321.86,-16.869999999999997,sl,16.77
2024-06-13 16:14:00,2024-06-13 16:39:00,buy,0.01,2318.41,2324.04,5.55,-,5.63
2024-06-13 16:45:00,2024-06-13 18:47:39,buy,0.01,2319.89,2302.33,-17.639999999999997,sl,17.52
2024-06-20 17:08:00,2024-06-20 17:23:00,buy,0.01,2353.58,2358.47,4.81,-,4.89
2024-06-20 17:39:00,2024-06-20 17:57:00,buy,0.01,2358.31,2362.94,4.55,-,4.63
2024-06-20 18:15:00,2024-06-21 03:10:00,buy,0.01,2357.83,2362.68,3.98,-,4.85
2024-06-25 16:00:00,2024-06-25 18:58:00,buy,0.01,2324.32,2324.05,-0.35,-,0.27
2024-07-01 16:00:00,2024-07-01 16:43:00,buy,0.01,2327.49,2332.5,4.93,-,5.01
2024-07-05 16:10:00,2024-07-05 16:42:00,buy,0.01,2376.27,2383.24,6.89,-,6.97
2024-07-05 16:43:00,2024-07-05 18:22:00,buy,0.01,2385.03,2386.14,1.03,-,1.11
2024-07-11 15:31:00,2024-07-11 15:37:00,buy,0.01,2396.15,2402.05,5.82,-,5.9
2024-07-11 16:02:00,2024-07-11 16:26:00,buy,0.01,2406.61,2412.27,5.58,-,5.66
2024-07-11 16:33:00,2024-07-11 16:58:00,buy,0.01,2405.4,2406.11,0.6299999999999999,-,0.71
2024-07-15 18:01:00,2024-07-15 19:42:00,buy,0.01,2432.58,2437.34,4.68,-,4.76
2024-07-16 18:08:00,2024-07-16 18:24:00,buy,0.01,2457.47,2462.26,4.71,-,4.79
2024-07-16 18:39:00,2024-07-16 23:00:00,buy,0.01,2463.58,2468.58,4.92,-,5.0
2024-07-17 11:11:00,2024-07-17 16:37:00,buy,0.01,2477.24,2479.1,1.78,-,1.86
2024-07-26 17:12:00,2024-07-29 01:12:00,buy,0.01,2388.83,2390.24,0.5399999999999998,-,1.41
2024-07-29 01:16:00,2024-07-29 08:40:36,buy,0.01,2400.61,2390.66,-10.029999999999998,sl,9.95
2024-07-30 15:15:00,2024-07-30 16:15:00,buy,0.01,2386.28,2390.88,4.52,-,4.6
2024-07-30 16:30:00,2024-07-30 20:00:00,buy,0.01,2394.59,2399.95,5.28,-,5.36
2024-07-30 20:01:00,2024-07-30 20:02:00,buy,0.01,2402.0,2409.78,7.7,-,7.78
2024-07-30 20:32:00,2024-07-31 06:12:00,buy,0.01,2407.91,2412.58,3.8,-,4.67
2024-07-31 22:26:00,2024-07-31 22:36:00,buy,0.01,2441.42,2446.55,5.05,-,5.13
2024-07-31 22:57:00,2024-08-01 04:21:00,buy,0.01,2448.86,2455.0,3.68,-,6.14
2024-08-01 08:22:00,2024-08-01 12:51:42,buy,0.01,2447.9,2430.92,-17.06,sl,16.91
2024-08-01 15:35:00,2024-08-01 16:35:00,buy,0.01,2454.01,2456.12,2.03,-,2.11
2024-08-02 15:30:00,2024-08-02 15:31:00,buy,0.01,2456.41,2473.68,17.19,-,17.27
2024-08-02 16:04:00,2024-08-02 16:31:00,buy,0.01,2465.82,2468.25,2.35,-,2.43
2024-08-02 16:45:00,2024-08-02 16:54:00,buy,0.01,2463.33,2467.95,4.54,-,4.62
2024-08-02 19:11:00,2024-08-02 23:41:00,buy,0.01,2436.62,2441.45,4.75,-,4.83
2024-08-07 18:45:00,2024-08-07 19:52:01,buy,0.01,2393.54,2398.5,4.88,-,4.96
2024-08-08 14:13:00,2024-08-08 15:22:00,buy,0.01,2409.74,2415.05,5.23,-,5.31
2024-08-12 16:47:00,2024-08-12 18:10:00,buy,0.01,2454.44,2456.27,1.75,-,1.83
2024-08-16 15:54:00,2024-08-16 16:00:00,buy,0.01,2485.27,2491.81,6.46,-,6.54
2024-08-16 16:25:00,2024-08-16 16:39:00,buy,0.01,2487.8,2492.54,4.66,-,4.74
2024-08-16 16:56:00,2024-08-16 17:23:38,buy,0.01,2496.46,2479.12,-17.419999999999998,sl,17.29
2024-08-20 10:58:00,2024-08-20 11:06:00,buy,0.01,2514.86,2520.48,5.54,-,5.62
2024-08-23 17:06:00,2024-08-23 17:11:00,buy,0.01,2512.33,2517.48,5.07,-,5.15
2024-08-27 17:20:00,2024-08-27 21:23:00,buy,0.01,2517.73,2522.33,4.52,-,4.6
2024-08-29 15:15:00,2024-08-29 16:54:00,buy,0.01,2516.82,2517.16,0.26,-,0.34
2024-09-10 17:15:00,2024-09-10 17:55:00,buy,0.01,2503.64,2508.24,4.52,-,4.6
2024-09-12 15:46:00,2024-09-12 16:08:00,buy,0.01,2533.12,2533.09,-0.11,-,0.03
2024-09-12 16:32:00,2024-09-12 16:43:00,buy,0.01,2540.17,2547.5,7.25,-,7.33
2024-09-12 17:03:00,2024-09-12 17:36:00,buy,0.01,2547.65,2549.14,1.41,-,1.49
2024-09-12 17:48:00,2024-09-12 22:50:00,buy,0.01,2554.09,2558.75,4.58,-,4.66
2024-09-18 21:07:00,2024-09-18 21:18:00,buy,0.01,2589.21,2593.89,4.6,-,4.68
2024-09-20 10:09:00,2024-09-20 13:39:00,buy,0.01,2608.13,2609.48,1.27,-,1.35
2024-09-20 16:30:00,2024-09-20 17:12:00,buy,0.01,2609.5,2610.31,0.73,-,0.81
2024-09-20 17:30:00,2024-09-20 18:08:00,buy,0.01,2613.59,2618.34,4.67,-,4.75
2024-09-26 14:40:00,2024-09-26 15:40:15,buy,0.01,2685.62,2668.64,-17.06,sl,16.96
2024-10-01 16:36:00,2024-10-01 16:53:00,buy,0.01,2665.49,2670.44,4.87,-,4.95
2024-10-01 17:07:00,2024-10-01 19:40:00,buy,0.01,2665.8,2671.4,5.52,-,5.6
2024-10-02 16:51:00,2024-10-02 18:07:15,buy,0.01,2660.69,2643.77,-17.0,sl,16.91
2024-10-07 11:10:00,2024-10-07 15:58:05,buy,0.01,2655.02,2637.94,-17.159999999999997,sl,17.08
2024-10-10 15:45:00,2024-10-10 15:51:00,buy,0.01,2621.32,2626.84,5.44,-,5.52
2024-10-10 16:16:00,2024-10-10 16:52:00,buy,0.01,2619.42,2625.15,5.65,-,5.73
2024-10-10 16:53:00,2024-10-10 22:18:00,buy,0.01,2625.58,2630.28,4.62,-,4.7
2024-10-15 15:31:00,2024-10-15 17:21:00,buy,0.01,2656.3,2659.46,3.08,-,3.16
2024-10-15 17:22:00,2024-10-15 17:50:00,buy,0.01,2658.64,2663.39,4.67,-,4.75
2024-10-17 15:15:00,2024-10-17 15:56:00,buy,0.01,2679.99,2680.87,0.7999999999999999,-,0.88
2024-10-17 16:48:00,2024-10-17 17:39:00,buy,0.01,2688.42,2693.83,5.33,-,5.41
2024-10-18 04:36:00,2024-10-18 05:26:00,buy,0.01,2704.36,2709.48,5.04,-,5.12
2024-10-18 12:15:00,2024-10-18 15:30:00,buy,0.01,2709.49,2714.5,4.93,-,5.01
2024-10-18 16:22:00,2024-10-18 16:40:00,buy,0.01,2705.06,2710.27,5.13,-,5.21
2024-10-29 17:06:00,2024-10-29 20:04:00,buy,0.01,2766.85,2772.03,5.1,-,5.18
2024-11-04 18:15:00,2024-11-05 07:39:00,buy,0.01,2735.62,2737.0,0.5099999999999998,-,1.38
2024-11-05 17:31:00,2024-11-05 17:47:00,buy,0.01,2734.66,2740.05,5.31,-,5.39
2024-11-06 10:08:00,2024-11-06 10:17:00,buy,0.01,2724.56,2729.44,4.8,-,4.88
2024-11-06 10:39:00,2024-11-06 13:23:54,buy,0.01,2730.39,2713.23,-17.24,sl,17.14
2024-11-07 15:23:00,2024-11-07 16:02:00,buy,0.01,2680.34,2686.37,5.95,-,6.03
2024-11-08 16:09:00,2024-11-08 17:09:38,buy,0.01,2703.74,2686.54,-17.279999999999998,sl,16.94
2024-11-12 15:27:00,2024-11-12 17:41:35,buy,0.01,2615.74,2598.09,-17.729999999999997,sl,17.64
2024-11-13 03:42:01,2024-11-13 04:54:00,buy,0.01,2610.29,2612.06,1.69,-,1.77
2024-11-14 19:45:00,2024-11-14 19:58:00,buy,0.01,2568.48,2573.36,4.8,-,4.88
2024-11-18 03:23:00,2024-11-18 03:30:00,buy,0.01,2588.71,2593.91,5.12,-,5.2
2024-11-20 15:27:00,2024-11-20 16:36:00,buy,0.01,2640.04,2643.63,3.51,-,3.59
2024-11-21 16:13:00,2024-11-22 03:01:00,buy,0.01,2669.51,2677.11,6.73,-,7.6
2024-11-22 15:31:00,2024-11-22 16:42:00,buy,0.01,2690.96,2692.84,1.7999999999999998,-,1.88
2024-11-22 17:45:00,2024-11-22 20:21:00,buy,0.01,2705.06,2710.32,5.18,-,5.26
2024-11-25 02:46:00,2024-11-25 03:33:22,buy,0.01,2712.21,2695.18,-17.11,sl,16.99
2024-11-25 13:21:00,2024-11-25 15:27:00,buy,0.01,2685.25,2686.94,1.61,-,1.69
2024-11-28 17:24:00,2024-11-29 03:22:00,buy,0.01,2638.71,2643.46,3.88,-,4.75
2024-11-29 04:13:00,2024-11-29 04:23:00,buy,0.01,2653.64,2661.05,7.33,-,7.41
2024-12-03 15:47:00,2024-12-03 16:01:00,buy,0.01,2649.09,2653.77,4.6,-,4.68
2024-12-03 16:18:00,2024-12-03 17:20:18,buy,0.01,2653.0,2635.62,-17.459999999999997,sl,17.11
2024-12-04 16:21:00,2024-12-04 16:26:00,buy,0.01,2645.59,2651.25,5.58,-,5.66
2024-12-04 16:52:00,2024-12-04 17:42:00,buy,0.01,2651.56,2656.48,4.84,-,4.92
2024-12-09 03:28:00,2024-12-09 11:14:00,buy,0.01,2650.2,2651.96,1.68,-,1.76
2024-12-09 16:58:00,2024-12-09 22:02:57,buy,0.01,2674.81,2657.82,-17.069999999999997,sl,16.87
2024-12-10 12:39:00,2024-12-10 14:09:00,buy,0.01,2672.81,2677.65,4.76,-,4.84
2024-12-11 17:12:00,2024-12-11 18:15:00,buy,0.01,2711.3,2716.0,4.62,-,4.7
2024-12-13 17:30:00,2024-12-13 17:40:00,buy,0.01,2655.09,2660.14,4.97,-,5.05
2024-12-13 19:45:00,2024-12-16 07:14:23,buy,0.01,2657.56,2650.03,-8.399999999999999,sl,7.51
2024-12-16 17:12:00,2024-12-17 03:54:00,buy,0.01,2653.16,2657.94,3.91,-,4.78
2024-12-20 17:22:00,2024-12-20 17:56:00,buy,0.01,2625.16,2630.94,5.7,-,5.78
2024-12-20 17:59:00,2024-12-23 09:08:00,buy,0.01,2631.1,2633.27,1.2999999999999998,-,2.17
2024-12-26 17:11:00,2024-12-26 17:52:00,buy,0.01,2633.95,2638.76,4.73,-,4.81
2024-12-26 19:15:00,2024-12-26 20:28:00,buy,0.01,2630.67,2635.3,4.55,-,4.63
