t_in,t_out,dir,vol,p_in,p_out,pl,exit,dist
2021-07-21 10:30:00,2021-07-21 10:38:00,sell,0.01,1808.96,1806.76,2.12,-,2.2
2021-07-22 11:00:00,2021-07-22 11:10:00,sell,0.01,1800.58,1797.27,3.23,-,3.31
2021-07-29 21:28:00,2021-07-30 10:24:00,buy,0.01,1830.08,1830.98,0.02999999999999995,-,0.9
2021-08-05 20:03:00,2021-08-05 20:52:00,sell,0.01,1806.14,1804.51,1.5499999999999998,-,1.63
2021-08-09 06:00:00,2021-08-09 06:44:00,sell,0.01,1739.96,1737.52,2.36,-,2.44
2021-08-09 10:00:00,2021-08-09 12:31:00,sell,0.01,1745.52,1741.91,3.53,-,3.61
2021-08-09 21:00:00,2021-08-10 13:30:00,sell,0.01,1729.86,1728.09,2.0300000000000002,-,1.77
2021-08-11 05:26:00,2021-08-11 15:44:38,sell,0.01,1731.63,1746.65,-15.099999999999998,sl,15.01
2021-08-12 14:30:00,2021-08-12 18:46:00,buy,0.01,1750.86,1752.18,1.24,-,1.32
2021-08-16 06:31:00,2021-08-16 15:34:00,buy,0.01,1777.47,1777.1,-0.44999999999999996,-,0.37
2021-08-17 14:36:00,2021-08-18 05:58:00,buy,0.01,1793.94,1790.79,-4.02,-,3.15
2021-08-23 17:20:00,2021-08-23 17:24:00,buy,0.01,1795.76,1797.71,1.8699999999999999,-,1.95
2021-08-24 07:03:01,2021-08-24 08:48:00,buy,0.01,1801.45,1803.97,2.44,-,2.52
2021-08-26 15:00:00,2021-08-26 15:37:00,sell,0.01,1788.67,1786.58,2.01,-,2.09
2021-08-30 05:49:00,2021-08-30 08:36:00,buy,0.01,1815.11,1817.59,2.4,-,2.48
2021-08-30 09:30:00,2021-08-30 13:00:00,buy,0.01,1814.02,1815.94,1.8399999999999999,-,1.92
2021-08-30 17:00:00,2021-08-30 17:04:00,buy,0.01,1812.43,1814.5,1.9899999999999998,-,2.07
2021-08-30 17:41:00,2021-08-31 03:59:00,buy,0.01,1812.27,1812.85,-0.2900000000000001,-,0.58
2021-08-31 14:16:00,2021-08-31 20:05:00,buy,0.01,1814.01,1815.12,1.03,-,1.11
2021-09-03 23:30:00,2021-09-06 01:33:05,buy,0.01,1828.19,1829.84,0.7799999999999998,-,1.65
2021-09-06 04:04:00,2021-09-07 04:07:00,buy,0.01,1826.48,1827.06,-0.2900000000000001,-,0.58
2021-09-07 21:20:00,2021-09-07 22:27:00,sell,0.01,1797.79,1795.96,1.75,-,1.83
2021-09-08 05:48:00,2021-09-08 06:21:00,sell,0.01,1800.73,1798.99,1.66,-,1.74
2021-09-08 06:29:00,2021-09-08 09:00:00,sell,0.01,1797.98,1796.3,1.5999999999999999,-,1.68
2021-09-09 11:03:00,2021-09-09 16:59:00,sell,0.01,1792.18,1790.28,1.8199999999999998,-,1.9
2021-09-14 22:15:00,2021-09-15 15:23:00,buy,0.01,1803.84,1804.96,0.25000000000000006,-,1.12
2021-09-16 01:48:00,2021-09-16 04:08:00,sell,0.01,1795.41,1793.64,1.69,-,1.77
2021-09-16 18:15:00,2021-09-16 18:30:00,sell,0.01,1757.04,1755.18,1.78,-,1.86
2021-09-17 04:06:00,2021-09-17 14:02:00,sell,0.01,1756.61,1760.63,-4.1,-,4.02
2021-09-20 11:33:00,2021-09-21 10:21:00,sell,0.01,1754.05,1758.75,-4.44,-,4.7
2021-09-21 22:46:00,2021-09-22 04:07:00,buy,0.01,1774.51,1776.35,0.97,-,1.84
2021-09-22 04:15:00,2021-09-22 04:47:00,buy,0.01,1774.15,1776.03,1.7999999999999998,-,1.88
2021-09-24 04:50:00,2021-09-24 14:53:00,sell,0.01,1749.36,1751.47,-2.19,-,2.11
2021-09-30 01:42:00,2021-09-30 10:01:00,sell,0.01,1727.06,1727.88,-0.9,-,0.82
2021-10-01 02:30:00,2021-10-01 05:39:00,buy,0.01,1754.55,1756.25,1.6199999999999999,-,1.7
2021-10-01 08:45:00,2021-10-01 09:25:00,buy,0.01,1751.84,1754.38,2.46,-,2.54
2021-10-04 05:46:00,2021-10-04 07:38:00,buy,0.01,1759.05,1760.94,1.8099999999999998,-,1.89
2021-10-04 20:41:00,2021-10-04 22:43:00,buy,0.01,1765.17,1766.86,1.6099999999999999,-,1.69
2021-10-05 05:51:00,2021-10-05 10:37:00,buy,0.01,1762.15,1760.79,-1.4400000000000002,-,1.36
2021-10-13 20:01:00,2021-10-13 20:14:00,buy,0.01,1793.07,1794.79,1.64,-,1.72
2021-10-14 05:04:00,2021-10-14 08:51:00,buy,0.01,1789.58,1791.74,2.08,-,2.16
2021-10-14 15:15:00,2021-10-14 15:24:00,buy,0.01,1795.66,1797.66,1.92,-,2.0
2021-10-15 09:35:00,2021-10-15 15:12:28,buy,0.01,1791.02,1775.93,-15.169999999999998,sl,15.07
2021-10-18 03:45:00,2021-10-18 06:26:00,sell,0.01,1770.62,1768.2,2.34,-,2.42
2021-10-18 17:01:00,2021-10-18 19:12:00,sell,0.01,1768.56,1766.69,1.79,-,1.87
2021-10-19 12:12:00,2021-10-19 15:19:00,buy,0.01,1781.29,1784.32,2.9499999999999997,-,3.03
2021-10-20 23:45:00,2021-10-21 03:53:00,buy,0.01,1781.67,1784.02,-0.10999999999999985,-,2.35
2021-10-25 20:20:00,2021-10-25 21:21:00,buy,0.01,1805.68,1807.74,1.98,-,2.06
2021-10-26 07:30:00,2021-10-26 08:16:00,buy,0.01,1802.28,1804.26,1.9,-,1.98
2021-10-26 10:30:00,2021-10-26 12:47:00,buy,0.01,1801.66,1803.3,1.5599999999999998,-,1.64
2021-10-26 18:55:00,2021-10-27 04:48:00,sell,0.01,1789.55,1788.9,0.91,-,0.65
2021-10-29 22:00:00,2021-11-01 02:33:00,sell,0.01,1781.84,1780.07,2.0300000000000002,-,1.77
2021-11-01 05:25:00,2021-11-01 06:31:00,sell,0.01,1786.45,1784.63,1.74,-,1.82
2021-11-01 06:32:00,2021-11-01 09:43:00,sell,0.01,1784.66,1782.85,1.73,-,1.81
2021-11-03 21:00:00,2021-11-04 03:00:36,sell,0.01,1764.87,1778.1,-12.28,sl,13.23
2021-11-04 03:32:00,2021-11-04 04:10:00,sell,0.01,1776.19,1774.27,1.8399999999999999,-,1.92
2021-11-04 19:51:00,2021-11-05 04:16:00,buy,0.01,1792.22,1794.81,1.7199999999999998,-,2.59
2021-11-05 12:45:00,2021-11-05 15:39:00,buy,0.01,1794.8,1796.71,1.8299999999999998,-,1.91
2021-11-08 03:00:00,2021-11-08 03:04:00,buy,0.01,1813.6,1816.42,2.7399999999999998,-,2.82
2021-11-08 10:40:00,2021-11-08 12:04:00,buy,0.01,1815.26,1817.54,2.1999999999999997,-,2.28
2021-11-09 05:30:00,2021-11-09 07:47:00,buy,0.01,1822.23,1825.93,3.62,-,3.7
2021-11-10 05:06:00,2021-11-10 15:34:42,buy,0.01,1828.42,1841.54,13.040000000000001,tp,13.09
2021-11-10 17:50:00,2021-11-10 18:08:00,buy,0.01,1852.07,1854.91,2.76,-,2.84
2021-11-10 20:11:00,2021-11-10 21:34:00,buy,0.01,1845.93,1847.66,1.65,-,1.73
2021-11-11 04:15:00,2021-11-11 05:26:00,buy,0.01,1845.23,1851.6,6.29,-,6.37
2021-11-11 14:22:00,2021-11-11 15:29:00,buy,0.01,1859.33,1862.16,2.75,-,2.83
2021-11-12 03:33:00,2021-11-12 15:02:00,buy,0.01,1858.36,1855.17,-3.27,-,3.19
2021-11-15 06:15:00,2021-11-15 06:45:00,buy,0.01,1857.43,1859.27,1.76,-,1.84
2021-11-15 06:59:00,2021-11-15 09:46:00,buy,0.01,1858.97,1861.49,2.44,-,2.52
2021-11-16 14:45:00,2021-11-16 15:16:00,buy,0.01,1872.23,1876.42,4.11,-,4.19
2021-11-17 03:45:00,2021-11-17 05:43:00,sell,0.01,1853.94,1852.31,1.5499999999999998,-,1.63
2021-11-22 06:31:00,2021-11-22 07:57:00,sell,0.01,1848.51,1845.98,2.4499999999999997,-,2.53
2021-11-23 01:15:00,2021-11-23 04:16:00,sell,0.01,1807.73,1806.88,0.7699999999999999,-,0.85
2021-11-23 22:30:00,2021-11-23 23:56:00,sell,0.01,1791.32,1789.33,1.91,-,1.99
2021-11-25 01:01:00,2021-11-25 01:19:00,sell,0.01,1788.9,1787.08,1.74,-,1.82
2021-11-25 03:01:00,2021-11-25 12:26:00,sell,0.01,1791.11,1790.77,0.26000000000000006,-,0.34
2021-11-30 01:45:00,2021-11-30 02:45:00,sell,0.01,1787.43,1785.32,2.03,-,2.11
2021-11-30 21:07:00,2021-11-30 22:10:00,sell,0.01,1776.14,1773.25,2.81,-,2.89
2021-12-01 06:00:00,2021-12-01 07:57:37,sell,0.01,1778.01,1793.03,-15.099999999999998,sl,14.98
2021-12-03 06:45:00,2021-12-03 09:55:00,sell,0.01,1772.39,1770.58,1.73,-,1.81
2021-12-06 07:00:00,2021-12-06 08:13:00,buy,0.01,1781.96,1784.02,1.98,-,2.06
2021-12-10 15:30:00,2021-12-10 16:02:15,sell,0.01,1774.46,1789.41,-15.029999999999998,sl,14.93
2021-12-16 14:30:00,2021-12-16 15:06:00,buy,0.01,1782.72,1785.41,2.61,-,2.69
2021-12-16 20:46:00,2021-12-16 22:03:00,buy,0.01,1795.74,1797.62,1.7999999999999998,-,1.88
2021-12-17 03:00:00,2021-12-17 03:41:00,buy,0.01,1797.86,1799.79,1.8499999999999999,-,1.93
2021-12-17 18:06:00,2021-12-20 22:00:27,buy,0.01,1805.05,1790.04,-15.879999999999999,sl,15.0
2021-12-23 13:01:00,2021-12-23 15:22:00,buy,0.01,1805.05,1807.15,2.02,-,2.1
2021-12-27 15:45:00,2021-12-27 16:10:00,buy,0.01,1807.08,1809.18,2.02,-,2.1
2021-12-29 18:45:00,2021-12-30 07:03:00,sell,0.01,1802.14,1800.39,2.7,-,1.75
2021-12-31 17:00:00,2021-12-31 18:33:00,buy,0.01,1822.43,1824.35,1.8399999999999999,-,1.92
2022-01-03 07:31:00,2022-01-03 11:54:00,buy,0.01,1824.38,1826.25,1.79,-,1.87
2022-01-03 21:00:00,2022-01-04 14:21:00,sell,0.01,1801.74,1800.86,1.1400000000000001,-,0.88
2022-01-06 01:20:00,2022-01-06 02:08:00,sell,0.01,1811.16,1809.49,1.5899999999999999,-,1.67
2022-01-07 01:02:00,2022-01-07 08:20:00,sell,0.01,1791.2,1789.32,1.7999999999999998,-,1.88
2022-01-11 12:33:00,2022-01-11 13:53:00,buy,0.01,1805.54,1807.4,1.78,-,1.86
2022-01-12 03:30:00,2022-01-12 07:43:00,buy,0.01,1818.81,1820.75,1.8599999999999999,-,1.94
2022-01-12 09:51:00,2022-01-12 14:33:00,buy,0.01,1816.66,1818.28,1.54,-,1.62
2022-01-13 11:00:00,2022-01-13 12:14:00,buy,0.01,1821.16,1823.32,2.08,-,2.16
2022-01-20 02:00:00,2022-01-20 02:23:00,buy,0.01,1838.54,1840.31,1.69,-,1.77
2022-01-20 07:30:00,2022-01-20 10:14:00,buy,0.01,1839.19,1841.11,1.8399999999999999,-,1.92
2022-01-20 12:00:00,2022-01-20 15:02:00,buy,0.01,1838.59,1840.22,1.5499999999999998,-,1.63
2022-01-21 03:30:00,2022-01-21 04:03:00,buy,0.01,1836.83,1838.74,1.8299999999999998,-,1.91
2022-01-27 01:10:00,2022-01-27 03:05:00,sell,0.01,1820.19,1818.31,1.7999999999999998,-,1.88
2022-01-27 21:15:00,2022-01-27 21:55:00,sell,0.01,1795.52,1793.37,2.07,-,2.15
