t_in,t_out,dir,vol,p_in,p_out,pl,exit,dist
2021-09-16 13:00:00,2021-09-16 15:36:00,sell,0.01,1777.91,1763.66,14.170000000000002,-,14.25
2021-09-16 15:37:00,2021-09-16 16:50:00,sell,0.01,1762.83,1748.58,14.170000000000002,-,14.25
2021-09-16 16:51:00,2021-09-20 18:00:00,sell,0.01,1747.12,1765.14,-17.419999999999998,-,18.02
2021-09-21 17:00:00,2021-09-22 15:45:00,buy,0.01,1772.75,1773.64,0.01999999999999994,-,0.89
2021-09-23 17:00:00,2021-09-24 20:35:00,sell,0.01,1751.13,1750.98,0.4100000000000001,-,0.15
2021-09-28 10:00:00,2021-09-29 08:45:00,sell,0.01,1740.82,1740.36,0.72,-,0.46
2021-09-30 19:00:00,2021-10-05 08:15:00,buy,0.01,1758.02,1759.93,-0.5400000000000003,-,1.91
2021-10-08 16:00:00,2021-10-11 01:26:27,buy,0.01,1775.97,1753.78,-23.060000000000002,sl,22.12
2021-10-12 10:00:00,2021-10-13 15:08:36,buy,0.01,1761.39,1776.2,13.940000000000001,tp,14.81
2021-10-13 15:09:00,2021-10-13 17:35:29,buy,0.01,1776.35,1790.97,14.540000000000001,tp,14.61
2021-10-13 17:36:00,2021-10-15 08:01:00,buy,0.01,1791.71,1794.25,-0.71,-,2.54
2021-10-15 13:00:00,2021-10-15 15:52:00,sell,0.01,1783.71,1769.15,14.480000000000002,-,14.56
2021-10-15 15:53:00,2021-10-18 19:01:00,sell,0.01,1767.77,1767.26,0.77,-,0.51
2021-10-19 07:00:00,2021-10-21 15:30:00,buy,0.01,1774.98,1781.23,3.0,-,6.25
2021-10-22 10:00:00,2021-10-22 16:55:27,buy,0.01,1793.1,1808.24,15.060000000000002,tp,15.14
2021-10-22 16:56:00,2021-10-22 18:40:13,buy,0.01,1808.48,1786.3,-22.259999999999998,sl,22.17
2021-10-26 18:00:00,2021-10-28 08:00:00,sell,0.01,1786.01,1800.97,-13.67,-,14.96
2021-10-28 09:00:00,2021-10-29 15:50:30,buy,0.01,1802.25,1779.94,-23.18,sl,22.28
2021-10-29 16:00:00,2021-11-03 16:51:00,sell,0.01,1780.36,1766.31,14.990000000000002,-,14.05
2021-11-03 17:00:00,2021-11-04 15:33:40,sell,0.01,1767.01,1788.16,-20.2,sl,21.15
2021-11-04 16:00:00,2021-11-05 18:26:18,buy,0.01,1792.66,1807.17,13.64,tp,14.5
2021-11-05 19:00:00,2021-11-08 16:14:31,buy,0.01,1809.97,1824.75,13.91,tp,14.7
2021-11-09 16:00:00,2021-11-10 15:37:29,buy,0.01,1829.96,1844.47,13.64,tp,14.49
2021-11-10 16:00:00,2021-11-10 16:37:41,buy,0.01,1849.67,1864.34,14.590000000000002,tp,14.65
2021-11-10 17:11:00,2021-11-15 06:47:00,buy,0.01,1857.23,1858.66,-2.6100000000000003,-,1.43
2021-11-16 21:00:00,2021-11-22 15:36:13,sell,0.01,1850.17,1835.13,17.009999999999998,tp,15.03
2021-11-26 09:00:00,2021-11-29 01:01:16,buy,0.01,1801.22,1779.2,-22.89,sl,21.93
2021-11-30 17:04:00,2021-11-30 17:59:42,buy,0.01,1805.09,1783.4,-21.77,sl,21.68
2021-12-02 17:00:00,2021-12-03 21:00:00,sell,0.01,1764.72,1784.07,-19.09,-,19.35
2021-12-03 21:01:00,2021-12-09 10:38:00,buy,0.01,1784.41,1784.45,-4.79,-,0.04
2021-12-14 16:01:00,2021-12-15 21:00:29,sell,0.01,1769.78,1754.96,15.080000000000002,tp,14.78
2021-12-16 08:01:00,2021-12-16 18:45:29,buy,0.01,1783.64,1798.47,14.750000000000002,tp,14.83
2021-12-16 18:46:00,2021-12-17 15:32:37,buy,0.01,1798.68,1813.63,14.08,tp,14.95
2021-12-22 19:00:00,2021-12-27 11:45:00,buy,0.01,1798.34,1805.29,3.7,-,6.95
2021-12-28 11:01:00,2021-12-29 12:27:15,buy,0.01,1815.47,1799.32,-17.019999999999996,sl,16.14
2021-12-29 13:00:00,2021-12-30 19:00:00,sell,0.01,1795.8,1813.54,-16.79,-,17.74
2021-12-30 19:01:00,2021-12-31 21:00:27,buy,0.01,1813.93,1828.65,13.850000000000001,tp,14.72
2022-01-05 16:00:00,2022-01-06 07:48:00,buy,0.01,1825.56,1803.48,-24.54,-,22.08
2022-01-06 11:00:00,2022-01-07 14:30:00,sell,0.01,1795.46,1793.13,2.59,-,2.33
2022-01-11 03:00:00,2022-01-11 19:59:15,buy,0.01,1802.81,1817.53,14.640000000000002,tp,14.72
2022-01-11 20:00:00,2022-01-13 13:00:00,buy,0.01,1817.55,1822.68,1.88,-,5.13
2022-01-18 13:00:00,2022-01-19 16:00:00,sell,0.01,1810.19,1824.09,-13.639999999999999,-,13.9
2022-01-19 16:01:00,2022-01-19 18:04:37,buy,0.01,1824.6,1839.71,15.030000000000001,tp,15.11
2022-01-19 18:05:00,2022-01-21 11:00:00,buy,0.01,1839.71,1831.66,-11.3,-,8.05
2022-01-21 11:01:00,2022-01-25 01:01:00,sell,0.01,1830.82,1843.2,-11.78,-,12.38
2022-01-25 01:02:00,2022-01-26 15:15:00,buy,0.01,1843.06,1844.99,1.0599999999999998,-,1.93
2022-01-26 22:00:00,2022-01-27 15:32:00,sell,0.01,1819.5,1804.53,15.920000000000002,-,14.97
2022-02-01 10:00:00,2022-02-03 11:15:00,buy,0.01,1803.95,1804.32,-2.88,-,0.37
2022-02-03 17:00:00,2022-02-04 12:07:38,sell,0.01,1791.42,1812.73,-21.049999999999997,sl,21.31
2022-02-08 20:00:00,2022-02-10 15:47:00,buy,0.01,1827.46,1829.38,-1.33,-,1.92
2022-02-11 20:00:00,2022-02-11 20:46:30,buy,0.01,1840.53,1855.45,14.840000000000002,tp,14.87
2022-02-11 21:11:00,2022-02-14 20:56:00,buy,0.01,1857.6,1871.99,13.520000000000001,-,14.39
2022-02-17 03:00:00,2022-02-17 10:27:38,buy,0.01,1870.98,1885.88,14.820000000000002,tp,14.89
2022-02-17 11:00:00,2022-02-18 02:19:00,buy,0.01,1886.22,1901.48,14.39,-,15.26
2022-02-22 02:10:00,2022-02-23 11:31:30,buy,0.01,1912.06,1890.19,-22.740000000000002,sl,21.87
2022-02-24 02:03:00,2022-02-24 05:09:32,buy,0.01,1911.8,1926.83,14.950000000000001,tp,15.01
2022-02-24 05:10:00,2022-02-24 06:12:39,buy,0.01,1927.72,1943.33,15.530000000000001,tp,15.57
2022-02-24 06:21:00,2022-02-24 12:17:00,buy,0.01,1947.65,1962.23,14.500000000000002,-,14.58
2022-02-24 12:18:00,2022-02-24 16:33:39,buy,0.01,1966.86,1944.12,-22.819999999999997,sl,22.7
2022-03-01 13:00:00,2022-03-01 20:23:04,buy,0.01,1925.26,1940.05,14.71,tp,14.79
2022-03-01 20:24:00,2022-03-02 12:26:40,buy,0.01,1939.0,1916.63,-23.240000000000002,sl,22.31
2022-03-04 03:00:00,2022-03-04 18:21:03,buy,0.01,1947.47,1962.42,14.870000000000001,tp,14.92
2022-03-04 18:22:00,2022-03-07 01:01:19,buy,0.01,1961.73,1976.56,13.96,tp,14.81
2022-03-08 09:00:00,2022-03-08 16:41:00,buy,0.01,2017.12,2031.6,14.400000000000002,-,14.48
2022-03-08 17:00:00,2022-03-08 17:07:18,buy,0.01,2039.71,2054.54,14.750000000000002,tp,14.81
2022-03-08 18:11:00,2022-03-08 18:57:40,buy,0.01,2055.1,2069.62,14.440000000000001,tp,14.49
2022-03-11 16:00:00,2022-03-11 18:14:40,sell,0.01,1962.08,1983.48,-21.479999999999997,sl,21.39
2022-03-15 09:00:00,2022-03-15 17:14:00,sell,0.01,1926.12,1911.19,14.850000000000001,-,14.93
2022-03-17 05:00:00,2022-03-17 17:48:40,buy,0.01,1933.68,1948.49,14.730000000000002,tp,14.8
2022-03-17 17:49:00,2022-03-18 16:24:26,buy,0.01,1948.57,1926.21,-23.229999999999997,sl,22.31
2022-03-18 23:00:00,2022-03-23 22:00:00,sell,0.01,1920.26,1939.45,-18.25,-,19.19
2022-03-23 22:01:00,2022-03-24 14:48:36,buy,0.01,1939.46,1954.44,12.520000000000001,tp,14.98
2022-03-24 15:00:00,2022-03-28 08:54:28,buy,0.01,1956.57,1934.92,-23.31,sl,21.65
2022-03-29 16:00:00,2022-03-29 22:43:40,sell,0.01,1897.15,1919.4,-22.33,sl,22.22
2022-03-30 18:00:00,2022-04-06 10:12:42,buy,0.01,1937.36,1915.04,-27.939999999999998,sl,22.3
2022-04-07 15:00:00,2022-04-08 17:09:39,buy,0.01,1930.67,1945.53,13.99,tp,14.85
2022-04-08 18:00:00,2022-04-11 11:47:00,buy,0.01,1943.1,1957.49,13.520000000000001,-,14.39
2022-04-12 18:00:00,2022-04-18 10:42:36,buy,0.01,1975.75,1991.1,11.31,tp,15.35
2022-04-19 17:00:00,2022-04-19 22:16:40,sell,0.01,1963.73,1948.41,15.240000000000002,tp,15.32
2022-04-19 23:00:00,2022-04-22 13:24:29,sell,0.01,1948.14,1933.35,16.42,tp,14.79
2022-04-29 05:00:00,2022-04-29 10:53:38,buy,0.01,1902.51,1917.39,14.800000000000002,tp,14.87
2022-04-29 10:54:00,2022-04-29 22:51:03,buy,0.01,1917.58,1895.67,-21.99,sl,21.91
2022-05-04 23:00:00,2022-05-05 04:00:40,buy,0.01,1883.99,1899.14,12.690000000000001,tp,15.14
2022-05-05 04:01:00,2022-05-05 18:52:36,buy,0.01,1899.02,1876.42,-22.68,sl,22.58
2022-05-10 23:00:00,2022-05-12 20:01:39,sell,0.01,1836.93,1822.38,15.840000000000002,tp,14.55
2022-05-12 20:02:00,2022-05-13 16:04:25,sell,0.01,1822.56,1807.57,15.250000000000002,tp,14.99
2022-05-19 15:31:00,2022-05-19 18:18:39,buy,0.01,1833.27,1847.87,14.520000000000001,tp,14.59
2022-05-19 18:19:00,2022-05-23 11:23:53,buy,0.01,1847.48,1862.3,13.16,tp,14.82
2022-05-31 23:00:00,2022-06-02 15:15:14,sell,0.01,1836.04,1858.35,-21.019999999999996,sl,22.31
2022-06-02 17:00:00,2022-06-03 15:02:00,buy,0.01,1864.0,1864.1,-0.7700000000000001,-,0.1
2022-06-10 15:00:00,2022-06-10 17:49:37,sell,0.01,1834.82,1854.27,-19.529999999999998,sl,19.45
2022-06-10 19:00:00,2022-06-13 15:39:42,buy,0.01,1867.51,1845.46,-22.92,sl,22.03
2022-06-15 15:00:00,2022-06-16 18:33:04,buy,0.01,1831.23,1845.82,12.13,tp,14.58
2022-06-16 22:00:00,2022-06-22 03:32:38,buy,0.01,1849.37,1827.15,-25.459999999999997,sl,22.21
2022-06-22 16:00:00,2022-06-23 21:24:40,buy,0.01,1844.77,1822.83,-24.4,sl,21.93
2022-06-30 15:00:00,2022-07-01 13:40:40,sell,0.01,1805.38,1790.21,15.430000000000001,tp,15.13
2022-07-05 17:00:00,2022-07-05 17:07:54,sell,0.01,1786.25,1769.19,16.98,tp,17.03
2022-07-05 18:11:00,2022-07-06 17:13:26,sell,0.01,1769.2,1754.33,15.13,tp,14.87
2022-07-14 17:00:00,2022-07-18 07:00:00,sell,0.01,1702.8,1716.11,-12.709999999999999,-,13.31
2022-07-20 23:00:00,2022-07-21 14:39:01,sell,0.01,1695.76,1681.18,15.530000000000001,tp,14.58
2022-07-22 17:00:00,2022-07-27 16:56:24,buy,0.01,1734.76,1712.68,-24.529999999999998,sl,22.08
2022-07-27 22:00:00,2022-07-28 15:49:00,buy,0.01,1734.93,1749.14,11.750000000000002,-,14.21
2022-07-28 17:00:00,2022-07-29 09:09:42,buy,0.01,1751.03,1765.77,13.870000000000001,tp,14.73
2022-08-02 16:00:00,2022-08-02 22:30:29,buy,0.01,1785.13,1763.22,-21.99,sl,21.9
2022-08-03 03:00:00,2022-08-04 12:00:00,sell,0.01,1756.67,1776.4,-18.78,-,19.73
2022-08-04 12:01:00,2022-08-04 19:21:04,buy,0.01,1776.5,1791.37,14.790000000000001,tp,14.86
2022-08-04 19:22:00,2022-08-05 15:56:28,buy,0.01,1790.72,1768.86,-22.729999999999997,sl,21.85
2022-08-09 17:00:00,2022-08-15 12:44:36,buy,0.01,1797.55,1780.13,-22.25,sl,17.41
2022-08-17 19:00:00,2022-08-19 17:36:34,sell,0.01,1762.17,1747.27,16.19,tp,14.89
2022-08-25 08:00:00,2022-08-26 18:00:00,buy,0.01,1757.26,1741.6,-16.53,-,15.66
2022-08-26 18:01:00,2022-08-29 04:24:36,sell,0.01,1741.4,1726.61,15.05,tp,14.79
2022-08-31 13:00:00,2022-09-01 15:41:42,sell,0.01,1711.06,1696.27,15.74,tp,14.79
2022-09-02 17:00:00,2022-09-06 13:15:00,buy,0.01,1712.13,1712.18,-1.61,-,0.05
2022-09-06 18:00:00,2022-09-07 13:48:00,sell,0.01,1703.62,1703.27,0.61,-,0.35
2022-09-09 11:00:00,2022-09-13 15:52:03,buy,0.01,1727.19,1705.15,-23.7,sl,22.03
2022-09-15 08:00:00,2022-09-15 17:51:41,sell,0.01,1687.49,1672.58,14.830000000000002,tp,14.9
2022-09-15 18:00:00,2022-09-16 10:56:00,sell,0.01,1668.5,1654.46,14.3,-,14.04
2022-09-23 15:00:00,2022-09-26 03:57:27,sell,0.01,1647.62,1632.35,15.530000000000001,tp,15.26
2022-09-28 17:00:00,2022-09-29 19:09:29,buy,0.01,1649.31,1664.06,12.290000000000001,tp,14.74
2022-09-30 10:00:00,2022-10-03 17:23:37,buy,0.01,1669.73,1684.54,13.940000000000001,tp,14.81
2022-10-04 02:11:00,2022-10-04 17:04:30,buy,0.01,1700.97,1715.9,14.850000000000001,tp,14.92
2022-10-07 17:05:00,2022-10-10 12:35:19,sell,0.01,1694.56,1679.35,15.470000000000002,tp,15.19
2022-10-13 15:00:00,2022-10-13 15:30:39,buy,0.01,1678.82,1656.84,-22.06,sl,21.92
2022-10-19 10:00:00,2022-10-20 03:04:32,sell,0.01,1640.99,1626.29,15.65,tp,14.69
2022-10-21 17:00:00,2022-10-24 01:01:04,buy,0.01,1642.78,1661.85,18.200000000000003,tp,15.29
2022-10-26 10:00:00,2022-10-27 08:30:00,buy,0.01,1665.12,1666.25,-1.33,-,1.13
2022-10-28 11:00:00,2022-10-31 11:18:39,sell,0.01,1652.86,1637.78,15.340000000000002,tp,15.07
2022-11-01 10:00:00,2022-11-02 21:05:04,buy,0.01,1647.2,1661.95,13.88,tp,14.74
2022-11-03 13:00:00,2022-11-04 07:55:20,sell,0.01,1624.16,1645.87,-21.45,sl,21.69
2022-11-04 15:00:00,2022-11-04 16:16:02,buy,0.01,1651.46,1666.41,14.870000000000001,tp,14.94
2022-11-04 16:17:00,2022-11-04 21:58:28,buy,0.01,1665.97,1680.37,14.320000000000002,tp,14.35
2022-11-04 21:59:00,2022-11-08 17:10:04,buy,0.01,1681.28,1696.51,13.57,tp,15.18
2022-11-08 18:00:00,2022-11-10 15:30:39,buy,0.01,1713.11,1728.51,12.150000000000002,tp,15.36
2022-11-10 17:00:00,2022-11-11 07:30:27,buy,0.01,1744.08,1759.0,14.05,tp,14.88
2022-11-16 12:00:00,2022-11-17 06:00:00,buy,0.01,1783.04,1764.04,-21.46,-,19.0
2022-11-17 06:01:00,2022-11-18 08:09:00,sell,0.01,1763.84,1763.81,0.2900000000000001,-,0.03
2022-11-18 21:00:00,2022-11-21 18:23:40,sell,0.01,1749.06,1734.08,15.240000000000002,tp,14.97
2022-11-24 03:00:00,2022-11-30 19:30:00,buy,0.01,1753.52,1753.85,-2.91,-,0.33
2022-11-30 21:00:00,2022-12-01 02:11:38,buy,0.01,1760.4,1775.23,12.370000000000001,tp,14.82
2022-12-01 02:12:00,2022-12-01 15:42:42,buy,0.01,1775.32,1790.22,14.820000000000002,tp,14.86
2022-12-01 16:00:00,2022-12-02 01:14:26,buy,0.01,1789.43,1804.21,13.91,tp,14.77
2022-12-07 17:12:00,2022-12-09 13:51:00,buy,0.01,1784.99,1799.95,11.71,-,14.96
2022-12-09 14:00:00,2022-12-12 21:07:39,buy,0.01,1800.47,1778.59,-22.75,sl,21.87
2022-12-13 16:00:00,2022-12-15 09:50:27,buy,0.01,1811.05,1788.95,-25.35,sl,22.09
2022-12-15 10:00:00,2022-12-15 10:30:41,sell,0.01,1788.94,1774.27,14.590000000000002,tp,14.67
2022-12-15 11:11:00,2022-12-16 22:00:00,sell,0.01,1775.6,1792.93,-17.069999999999997,-,17.33
2022-12-16 22:01:00,2022-12-20 11:55:40,buy,0.01,1792.9,1807.74,13.18,tp,14.83
2022-12-20 11:56:00,2022-12-21 17:37:24,buy,0.01,1807.57,1822.49,14.05,tp,14.92
2022-12-22 18:00:00,2022-12-27 09:00:00,sell,0.01,1795.62,1806.91,-10.689999999999998,-,11.29
2022-12-27 09:01:00,2022-12-27 17:32:00,buy,0.01,1807.5,1821.79,14.21,-,14.29
2022-12-27 18:00:00,2022-12-28 10:59:29,buy,0.01,1824.63,1803.23,-23.069999999999997,sl,21.4
2022-12-29 17:00:00,2023-01-03 01:04:36,buy,0.01,1814.01,1828.4,12.73,tp,14.35
2023-01-03 02:00:00,2023-01-03 09:22:17,buy,0.01,1829.5,1844.56,14.980000000000002,tp,15.05
2023-01-03 09:23:00,2023-01-04 10:16:00,buy,0.01,1845.18,1860.09,13.24,tp,14.9
2023-01-04 10:17:00,2023-01-05 15:47:40,buy,0.01,1861.62,1839.45,-24.630000000000003,sl,22.17
2023-01-05 18:00:00,2023-01-06 15:44:39,sell,0.01,1826.87,1849.06,-21.93,sl,22.18
2023-01-06 19:05:00,2023-01-09 08:15:37,buy,0.01,1864.8,1879.72,14.05,tp,14.92
2023-01-11 08:00:00,2023-01-12 15:35:40,buy,0.01,1882.34,1897.18,12.38,tp,14.84
2023-01-12 16:00:00,2023-01-13 17:45:17,buy,0.01,1899.66,1914.05,13.520000000000001,tp,14.39
2023-01-13 20:00:00,2023-01-19 22:08:37,buy,0.01,1916.92,1931.8,10.05,tp,14.88
2023-01-19 22:09:00,2023-01-25 06:30:00,buy,0.01,1931.93,1932.21,-2.96,-,0.28
2023-01-25 23:00:00,2023-01-26 17:56:05,buy,0.01,1946.7,1924.41,-24.75,sl,22.29
2023-01-31 11:00:00,2023-01-31 17:41:41,sell,0.01,1906.85,1928.38,-21.61,sl,21.52
2023-02-01 22:01:00,2023-02-02 09:13:40,buy,0.01,1943.97,1958.44,12.010000000000002,tp,14.47
2023-02-07 20:00:00,2023-02-09 22:00:00,buy,0.01,1880.59,1861.95,-21.89,-,18.64
2023-02-09 22:01:00,2023-02-14 07:15:00,sell,0.01,1861.26,1858.76,3.44,-,2.5
2023-02-15 10:00:00,2023-02-17 10:02:38,sell,0.01,1835.72,1820.87,16.14,tp,14.84
2023-02-22 22:00:00,2023-02-24 16:42:39,sell,0.01,1825.0,1810.26,16.03,tp,14.74
2023-02-24 17:00:00,2023-02-28 18:00:00,sell,0.01,1812.82,1824.19,-10.769999999999998,-,11.37
2023-02-28 18:01:00,2023-03-01 14:57:57,buy,0.01,1824.86,1839.65,13.92,tp,14.79
2023-03-01 15:00:00,2023-03-03 22:12:28,buy,0.01,1840.61,1855.43,11.57,tp,14.82
2023-03-03 22:13:00,2023-03-07 15:00:00,buy,0.01,1856.27,1839.63,-18.3,-,16.64
2023-03-07 15:01:00,2023-03-07 17:03:41,sell,0.01,1840.08,1825.19,14.810000000000002,tp,14.89
2023-03-07 17:04:00,2023-03-08 05:15:00,sell,0.01,1825.18,1810.22,15.220000000000002,-,14.96
2023-03-09 14:00:00,2023-03-09 17:04:26,buy,0.01,1818.79,1833.52,14.650000000000002,tp,14.73
2023-03-09 17:05:00,2023-03-10 16:23:39,buy,0.01,1833.43,1848.19,13.89,tp,14.75
2023-03-10 16:24:00,2023-03-10 17:24:40,buy,0.01,1848.47,1863.55,15.000000000000002,tp,15.08
