jeu,mois,net
GoldbotOne_8|1680.86,2022-09,-7.65
Gold Reaper 8|1660.00,2022-09,7.07
Gold Reaper 7|1660.00,2022-09,-5.90
DaytradePro_XAUUSD|1654.13,2022-09,-2.89
goldtrade_H|1654.13,2022-09,-5.08
Gold Reaper 4|1654.13,2022-09,-8.30
Gold Reaper 8|1654.13,2022-09,-8.60
Gold Reaper 3|1654.13,2022-09,3.11
Gold Reaper 7|1654.13,2022-09,-9.37
goldtrade_D|1654.13,2022-09,-7.27
GoldDaily1|1654.13,2022-09,-18.67
GoldDaily2|1654.13,2022-09,-7.55
GoldbotOne_8|1654.13,2022-09,-8.45
Gold Reaper 4|1653.80,2022-09,-0.10
Gold Reaper 8|1653.80,2022-09,1.99
Gold Reaper 7|1653.80,2022-09,9.21
GoldDaily3|1654.13,2022-09,-0.40
Gold Reaper 8|1621.11,2022-09,-0.08
Gold Reaper 7|1621.11,2022-09,4.11
Gold Reaper 8|1662.72,2022-09,-0.16
Gold Reaper 8|1675.38,2022-10,-3.83
Gold Reaper 8|1688.00,2022-10,20.53
Gold Reaper 4|1688.00,2022-10,-0.08
GoldDaily3|1688.00,2022-10,17.45
GoldDaily1|1688.00,2022-10,11.52
GoldbotOne_8|1688.00,2022-10,2.03
Gold Reaper 4|1661.00,2022-10,-9.37
Gold Reaper 8|1661.00,2022-10,7.04
Gold Reaper 7|1661.00,2022-10,9.17
Gold Reaper 8|1659.67,2022-10,7.05
Gold Reaper 8|1642.44,2022-10,0.11
Gold Reaper 7|1642.44,2022-10,-0.09
DaytradePro_XAUUSD|1640.15,2022-10,-0.63
goldtrade_H|1640.15,2022-10,-0.09
Gold Reaper 4|1640.15,2022-10,-5.04
Gold Reaper 8|1640.15,2022-10,-1.98
Gold Reaper 3|1640.15,2022-10,0.09
Gold Reaper 7|1640.15,2022-10,12.00
goldtrade_D|1640.15,2022-10,4.21
GoldDaily1|1640.15,2022-10,6.22
GoldbotOne_8|1640.15,2022-10,10.01
GoldDaily3|1640.15,2022-10,5.59
Gold Reaper 8|1622.45,2022-10,0.08
Gold Reaper 7|1622.45,2022-10,-0.08
Gold Reaper 8|1645.64,2022-10,-1.72
Gold Reaper 8|1668.47,2022-10,-7.40
Gold Reaper 7|1668.47,2022-10,-6.95
Gold Reaper 8|1670.86,2022-10,-0.17
Gold Reaper 4|1670.86,2022-10,0.10
Gold Reaper 7|1670.86,2022-10,-8.32
Gold Reaper 8|1638.31,2022-10,-1.78
Gold Reaper 7|1638.31,2022-10,-1.74
Gold Reaper 8|1657.06,2022-11,-1.22
Gold Reaper 4|1630.65,2022-11,3.65
Gold Reaper 8|1630.65,2022-11,6.98
Gold Reaper 7|1630.65,2022-11,-4.76
Gold Reaper 4|1617.26,2022-11,-2.85
Gold Reaper 8|1617.26,2022-11,-11.32
goldtrade_D|1617.26,2022-11,-10.66
goldtrade_E|1617.26,2022-11,-5.35
GoldDaily1|1617.26,2022-11,1.95
GoldDaily2|1617.26,2022-11,-8.32
GoldbotOne_8|1617.26,2022-11,-9.79
Gold Reaper 8|1669.56,2022-11,-4.22
Gold Reaper 4|1669.56,2022-11,-0.84
Gold Reaper 7|1669.56,2022-11,-6.95
goldtrade_D|1674.98,2022-11,-0.92
goldtrade_H|1674.98,2022-11,-0.62
Gold Reaper 3|1674.98,2022-11,2.87
DaytradePro_XAUUSD|1674.98,2022-11,2.00
Gold Reaper 8|1674.98,2022-11,-0.42
Gold Reaper 4|1674.98,2022-11,-0.09
GoldDaily1|1674.98,2022-11,16.51
GoldDaily3|1674.98,2022-11,-1.89
GoldbotOne_8|1674.98,2022-11,-1.53
Gold Reaper 8|1681.89,2022-11,7.10
Gold Reaper 7|1681.89,2022-11,9.28
Gold Reaper 8|1716.91,2022-11,-4.50
Gold Reaper 8|1722.38,2022-11,7.34
goldtrade_D|1729.44,2022-11,21.50
DaytradePro_XAUUSD|1729.44,2022-11,0.79
GoldDaily3|1729.44,2022-11,18.66
GoldbotOne_8|1729.44,2022-11,-7.61
DaytradePro_XAUUSD|1735.16,2022-11,1.10
goldtrade_D|1765.52,2022-11,-7.78
DaytradePro_XAUUSD|1765.52,2022-11,-7.92
GoldDaily3|1765.52,2022-11,-12.69
GoldbotOne_8|1765.52,2022-11,-0.60
Gold Reaper 8|1754.47,2022-11,-0.08
Gold Reaper 8|1753.28,2022-11,-0.59
Gold Reaper 7|1753.28,2022-11,-0.11
Gold Reaper 8|1732.57,2022-11,-7.33
Gold Reaper 7|1732.57,2022-11,19.23
Gold Reaper 4|1732.57,2022-11,-0.65
Gold Reaper 8|1749.81,2022-11,0.07
Gold Reaper 7|1749.81,2022-11,-13.88
Gold Reaper 8|1761.16,2022-11,-0.10
Gold Reaper 7|1761.16,2022-11,0.12
Gold Reaper 8|1745.97,2022-11,0.23
Gold Reaper 8|1763.76,2022-11,-13.63
Gold Reaper 4|1763.76,2022-11,-8.83
Gold Reaper 7|1763.76,2022-11,-30.68
Gold Reaper 1|1786.53,2022-12,38.45
goldtrade_D|1786.53,2022-12,12.79
goldtrade_E|1786.53,2022-12,14.96
goldtrade_H|1786.53,2022-12,12.27
Gold Reaper 3|1786.53,2022-12,13.35
DaytradePro_XAUUSD|1786.53,2022-12,10.24
Gold Reaper 4|1786.53,2022-12,8.03
GoldDaily2|1786.53,2022-12,12.01
GoldDaily3|1786.53,2022-12,11.22
GoldDaily1|1786.53,2022-12,11.30
GoldbotOne_8|1786.53,2022-12,11.19
Gold Reaper 8|1804.50,2022-12,-7.98
Gold Reaper 7|1804.50,2022-12,-12.21
Gold Reaper 1|1807.94,2022-12,-27.14
goldtrade_D|1807.94,2022-12,-0.09
goldtrade_E|1807.94,2022-12,-1.75
DaytradePro_XAUUSD|1807.94,2022-12,-0.92
GoldDaily2|1807.94,2022-12,0.09
GoldDaily3|1807.94,2022-12,-20.66
GoldbotOne_8|1807.94,2022-12,-2.16
Gold Reaper 8|1806.17,2022-12,7.54
Gold Reaper 4|1806.17,2022-12,4.92
Gold Reaper 7|1806.17,2022-12,-4.34
Gold Reaper 1|1810.01,2022-12,12.65
goldtrade_D|1810.01,2022-12,-5.59
goldtrade_E|1810.01,2022-12,0.09
goldtrade_H|1810.01,2022-12,0.06
Gold Reaper 3|1810.01,2022-12,1.38
DaytradePro_XAUUSD|1810.01,2022-12,-1.18
Gold Reaper 8|1810.01,2022-12,7.56
Gold Reaper 4|1810.01,2022-12,0.11
Gold Reaper 7|1810.01,2022-12,9.78
GoldDaily3|1810.01,2022-12,0.63
GoldDaily1|1810.01,2022-12,-23.48
GoldDaily2|1810.01,2022-12,-8.60
GoldbotOne_8|1810.01,2022-12,-8.97
Gold Reaper 4|1777.49,2022-12,0.13
Gold Reaper 8|1777.49,2022-12,-4.11
Gold Reaper 7|1777.49,2022-12,-11.96
GoldDaily1|1777.49,2022-12,-2.57
GoldbotOne_8|1777.49,2022-12,-0.09
GoldDaily3|1777.49,2022-12,-16.87
Gold Reaper 8|1773.81,2022-12,-13.07
Gold Reaper 7|1773.81,2022-12,-8.81
Gold Reaper 8|1798.70,2022-12,15.20
Gold Reaper 8|1821.14,2022-12,-6.36
Gold Reaper 1|1824.53,2022-12,-27.63
goldtrade_D|1824.53,2022-12,-0.52
goldtrade_E|1824.53,2022-12,2.99
goldtrade_H|1824.53,2022-12,-3.24
Gold Reaper 3|1824.53,2022-12,4.41
Gold Reaper 8|1824.53,2022-12,-9.60
DaytradePro_XAUUSD|1824.53,2022-12,-6.88
goldtrade_D|1823.82,2022-12,-0.32
Gold Reaper 8|1823.82,2022-12,7.64
Gold Reaper 4|1823.82,2022-12,1.65
Gold Reaper 7|1823.82,2022-12,-4.23
GoldDaily3|1823.82,2022-12,-4.53
GoldDaily1|1823.82,2022-12,-10.32
GoldbotOne_8|1823.82,2022-12,-3.64
GoldDaily2|1824.53,2022-12,-0.23
Gold Reaper 1|1833.35,2023-01,19.17
goldtrade_E|1833.35,2023-01,-0.93
goldtrade_H|1833.35,2023-01,8.59
Gold Reaper 3|1833.35,2023-01,14.15
Gold Reaper 8|1833.35,2023-01,14.59
DaytradePro_XAUUSD|1833.35,2023-01,25.48
Gold Reaper 4|1833.35,2023-01,-0.27
Gold Reaper 7|1833.35,2023-01,10.57
GoldDaily2|1833.35,2023-01,7.23
GoldDaily3|1833.35,2023-01,2.39
GoldDaily1|1833.35,2023-01,2.21
GoldbotOne_8|1833.35,2023-01,7.22
Gold Reaper 8|1849.97,2023-01,15.66
GoldDaily3|1857.51,2023-01,-14.90
GoldbotOne_8|1857.51,2023-01,-6.74
Gold Reaper 8|1865.14,2023-01,4.91
Gold Reaper 4|1865.14,2023-01,-1.55
Gold Reaper 7|1865.14,2023-01,18.03
goldtrade_D|1879.05,2023-01,-0.34
goldtrade_E|1879.05,2023-01,-2.17
DaytradePro_XAUUSD|1879.05,2023-01,0.52
GoldDaily2|1879.05,2023-01,-1.91
GoldDaily3|1879.05,2023-01,-2.30
GoldbotOne_8|1879.05,2023-01,-8.57
Gold Reaper 8|1881.56,2023-01,0.04
Gold Reaper 7|1881.56,2023-01,-2.04
Gold Reaper 8|1886.62,2023-01,-1.38
Gold Reaper 7|1886.62,2023-01,-0.27
GoldDaily3|1909.78,2023-01,3.63
GoldbotOne_8|1909.78,2023-01,8.17
Gold Reaper 8|1925.94,2023-01,16.26
Gold Reaper 7|1925.94,2023-01,-0.62
goldtrade_D|1928.97,2023-01,0.45
goldtrade_H|1928.97,2023-01,5.96
Gold Reaper 3|1928.97,2023-01,5.97
Gold Reaper 8|1928.97,2023-01,0.15
DaytradePro_XAUUSD|1928.97,2023-01,2.33
Gold Reaper 4|1928.97,2023-01,1.46
Gold Reaper 7|1928.97,2023-01,-0.87
GoldDaily2|1928.97,2023-01,-0.67
GoldDaily3|1928.97,2023-01,-2.51
GoldDaily1|1928.97,2023-01,-7.15
GoldbotOne_8|1928.97,2023-01,0.47
Gold Reaper 8|1937.53,2023-01,-0.85
Gold Reaper 4|1937.53,2023-01,-2.54
Gold Reaper 7|1937.53,2023-01,-2.15
Gold Reaper 8|1942.54,2023-01,-2.41
Gold Reaper 7|1942.54,2023-01,-6.81
Gold Reaper 8|1918.60,2023-01,-4.35
Gold Reaper 8|1916.67,2023-01,8.17
Gold Reaper 7|1916.67,2023-01,10.66
Gold Reaper 4|1911.40,2023-01,6.51
Gold Reaper 8|1911.40,2023-01,24.48
Gold Reaper 7|1911.40,2023-01,15.28
Gold Reaper 1|1949.13,2023-02,-7.34
goldtrade_D|1949.13,2023-02,9.27
goldtrade_E|1949.13,2023-02,0.61
goldtrade_H|1949.13,2023-02,-2.19
Gold Reaper 3|1949.13,2023-02,2.92
DaytradePro_XAUUSD|1949.13,2023-02,8.79
GoldDaily2|1949.13,2023-02,-0.66
GoldDaily3|1949.13,2023-02,-5.88
GoldDaily1|1949.13,2023-02,-6.85
GoldbotOne_8|1949.13,2023-02,-1.30
DaytradePro_XAUUSD|1900.85,2023-02,0.54
Gold Reaper 8|1886.32,2023-02,-1.30
Gold Reaper 7|1886.32,2023-02,-0.21
DaytradePro_XAUUSD|1860.33,2023-02,-2.36
goldtrade_H|1860.33,2023-02,5.33
Gold Reaper 4|1860.33,2023-02,2.55
Gold Reaper 3|1860.33,2023-02,-0.09
Gold Reaper 8|1860.33,2023-02,1.54
goldtrade_D|1860.33,2023-02,4.04
Gold Reaper 7|1860.33,2023-02,-5.29
GoldDaily1|1860.33,2023-02,-3.89
GoldDaily2|1860.33,2023-02,2.34
GoldbotOne_8|1860.33,2023-02,1.72
GoldDaily3|1860.33,2023-02,-6.95
Gold Reaper 8|1852.70,2023-02,-3.74
Gold Reaper 7|1852.70,2023-02,1.05
Gold Reaper 8|1830.22,2023-02,-0.20
Gold Reaper 8|1845.31,2023-02,-1.99
Gold Reaper 7|1845.31,2023-02,-1.44
Gold Reaper 7|1830.23,2023-02,1.75
DaytradePro_XAUUSD|1818.92,2023-02,-1.85
Gold Reaper 1|1818.92,2023-02,-1.73
goldtrade_H|1818.92,2023-02,-2.09
Gold Reaper 4|1818.92,2023-02,-2.09
Gold Reaper 3|1818.92,2023-02,-5.45
Gold Reaper 8|1818.92,2023-02,-7.11
Gold Reaper 7|1818.92,2023-02,-4.40
goldtrade_D|1818.92,2023-02,-9.36
goldtrade_E|1818.92,2023-02,-1.84
GoldDaily1|1818.92,2023-02,-13.05
GoldDaily2|1818.92,2023-02,-9.28
GoldbotOne_8|1818.92,2023-02,-2.28
GoldDaily3|1818.92,2023-02,3.56
Gold Reaper 8|1817.45,2023-02,-0.25
Gold Reaper 8|1806.53,2023-02,-2.71
Gold Reaper 7|1806.53,2023-02,-11.76
Gold Reaper 8|1844.69,2023-03,-1.75
Gold Reaper 7|1844.69,2023-03,4.87
Gold Reaper 8|1846.01,2023-03,-0.48
Gold Reaper 7|1846.01,2023-03,-1.60
Gold Reaper 8|1847.50,2023-03,-0.32
Gold Reaper 4|1847.50,2023-03,-0.08
GoldDaily3|1847.50,2023-03,-1.42
GoldDaily1|1847.50,2023-03,-1.42
GoldbotOne_8|1847.50,2023-03,-0.11
Gold Reaper 7|1829.97,2023-03,-0.66
goldtrade_D|1858.22,2023-03,1.18
goldtrade_H|1858.22,2023-03,4.87
Gold Reaper 3|1858.22,2023-03,-0.01
Gold Reaper 8|1858.22,2023-03,7.71
DaytradePro_XAUUSD|1858.22,2023-03,3.81
Gold Reaper 4|1858.22,2023-03,2.24
Gold Reaper 7|1858.22,2023-03,1.29
GoldDaily3|1858.22,2023-03,-4.25
GoldDaily1|1858.22,2023-03,22.77
GoldbotOne_8|1858.22,2023-03,-0.81
GoldbotOne_8|1890.28,2023-03,-12.78
Gold Reaper 8|1914.57,2023-03,8.11
Gold Reaper 4|1914.57,2023-03,5.69
Gold Reaper 7|1914.57,2023-03,10.53
Gold Reaper 8|1937.37,2023-03,16.39
Gold Reaper 4|1937.37,2023-03,5.23
Gold Reaper 7|1937.37,2023-03,63.19
Gold Reaper 1|1959.76,2023-03,13.94
goldtrade_D|1959.76,2023-03,1.10
goldtrade_E|1959.76,2023-03,1.67
DaytradePro_XAUUSD|1959.76,2023-03,0.66
GoldDaily2|1959.76,2023-03,13.88
GoldDaily3|1959.76,2023-03,24.41
GoldbotOne_8|1959.76,2023-03,21.04
goldtrade_D|1998.34,2023-03,12.81
GoldDaily2|1998.34,2023-03,0.79
GoldDaily3|1998.34,2023-03,-4.04
GoldbotOne_8|1998.34,2023-03,-2.88
Gold Reaper 8|1975.28,2023-03,-7.14
Gold Reaper 7|1975.28,2023-03,2.64
Gold Reaper 8|1955.31,2023-04,-0.80
Gold Reaper 7|1955.31,2023-04,0.03
Gold Reaper 8|1987.55,2023-04,-0.08
Gold Reaper 7|1987.55,2023-04,0.15
Gold Reaper 8|2003.33,2023-04,8.34
Gold Reaper 4|2003.33,2023-04,7.07
Gold Reaper 7|2003.33,2023-04,10.91
GoldDaily3|2003.33,2023-04,24.57
GoldDaily1|2003.33,2023-04,11.70
GoldbotOne_8|2003.33,2023-04,20.77
Gold Reaper 1|2009.77,2023-04,13.66
goldtrade_D|2009.77,2023-04,14.32
goldtrade_E|2009.77,2023-04,15.82
goldtrade_H|2009.77,2023-04,9.40
Gold Reaper 3|2009.77,2023-04,10.20
Gold Reaper 8|2009.77,2023-04,8.37
DaytradePro_XAUUSD|2009.77,2023-04,11.49
Gold Reaper 4|2009.77,2023-04,16.21
GoldDaily2|2009.77,2023-04,13.49
Gold Reaper 1|2032.06,2023-04,12.43
goldtrade_D|2032.06,2023-04,14.60
goldtrade_H|2032.06,2023-04,-1.69
goldtrade_E|2032.06,2023-04,0.78
Gold Reaper 3|2032.06,2023-04,-0.72
Gold Reaper 8|2032.06,2023-04,8.53
DaytradePro_XAUUSD|2032.06,2023-04,9.15
Gold Reaper 4|2032.06,2023-04,8.03
Gold Reaper 7|2032.06,2023-04,11.14
GoldDaily2|2032.06,2023-04,5.81
GoldDaily3|2032.06,2023-04,2.48
GoldDaily1|2032.06,2023-04,0.12
GoldbotOne_8|2032.06,2023-04,1.84
Gold Reaper 4|1981.69,2023-04,-3.73
Gold Reaper 8|1981.69,2023-04,-6.52
Gold Reaper 7|1981.69,2023-04,-13.70
GoldDaily1|1981.69,2023-04,-17.11
GoldbotOne_8|1981.69,2023-04,-10.14
Gold Reaper 4|1981.18,2023-04,-0.61
Gold Reaper 8|1981.18,2023-04,-0.75
Gold Reaper 7|1981.18,2023-04,-0.66
GoldDaily3|1981.69,2023-04,-3.42
Gold Reaper 8|2011.83,2023-04,-28.81
Gold Reaper 7|2011.83,2023-04,-36.35
Gold Reaper 8|2006.02,2023-05,8.44
Gold Reaper 7|2006.02,2023-05,10.99
Gold Reaper 8|2009.37,2023-05,-3.47
Gold Reaper 4|2009.37,2023-05,-0.08
Gold Reaper 7|2009.37,2023-05,-3.51
GoldDaily3|2009.37,2023-05,-2.96
GoldDaily1|2009.37,2023-05,11.45
GoldbotOne_8|2009.37,2023-05,-0.87
Gold Reaper 8|2012.31,2023-05,1.00
Gold Reaper 4|2012.31,2023-05,0.14
Gold Reaper 7|2012.31,2023-05,24.99
DaytradePro_XAUUSD|2048.71,2023-05,1.45
goldtrade_H|2048.71,2023-05,8.07
Gold Reaper 3|2048.71,2023-05,10.72
goldtrade_E|2048.71,2023-05,-0.12
Gold Reaper 4|2048.71,2023-05,4.45
goldtrade_D|2048.71,2023-05,-0.12
GoldbotOne_8|2048.71,2023-05,9.54
GoldDaily1|2048.71,2023-05,-23.18
GoldDaily3|2048.71,2023-05,13.58
Gold Reaper 1|2048.71,2023-05,-0.12
Gold Reaper 8|2021.52,2023-05,8.68
Gold Reaper 8|2000.90,2023-05,21.96
Gold Reaper 7|2000.90,2023-05,14.59
Gold Reaper 4|1999.46,2023-05,0.15
Gold Reaper 8|1999.46,2023-05,8.55
Gold Reaper 7|1999.46,2023-05,11.10
GoldDaily1|1999.46,2023-05,33.18
GoldbotOne_8|1999.46,2023-05,-0.08
GoldDaily3|1999.46,2023-05,22.34
Gold Reaper 4|1974.18,2023-05,-5.82
GoldbotOne_8|1974.18,2023-05,21.64
DaytradePro_XAUUSD|1969.23,2023-05,11.82
goldtrade_H|1969.23,2023-05,11.63
Gold Reaper 3|1969.23,2023-05,8.50
goldtrade_D|1969.23,2023-05,15.80
Gold Reaper 8|1984.18,2023-05,-13.49
Gold Reaper 7|1984.18,2023-05,-17.15
Gold Reaper 8|1954.24,2023-05,15.50
Gold Reaper 7|1954.24,2023-05,41.02
DaytradePro_XAUUSD|1951.95,2023-05,11.47
Gold Reaper 1|1951.95,2023-05,14.14
goldtrade_H|1951.95,2023-05,1.90
Gold Reaper 4|1951.95,2023-05,1.65
Gold Reaper 8|1951.95,2023-05,8.41
Gold Reaper 3|1951.95,2023-05,2.36
goldtrade_D|1951.95,2023-05,-1.25
Gold Reaper 7|1951.95,2023-05,10.88
goldtrade_E|1951.95,2023-05,6.72
GoldDaily1|1951.95,2023-05,-9.99
GoldDaily2|1951.95,2023-05,-1.34
GoldbotOne_8|1951.95,2023-05,-0.07
GoldDaily3|1951.95,2023-05,-10.62
Gold Reaper 8|1936.64,2023-05,0.11
Gold Reaper 7|1936.64,2023-05,-0.08
GoldbotOne_8|1934.26,2023-05,-1.23
GoldDaily3|1934.26,2023-05,-19.45
Gold Reaper 8|1974.70,2023-06,-0.10
Gold Reaper 8|1953.32,2023-06,-0.68
Gold Reaper 7|1953.32,2023-06,-0.54
Gold Reaper 8|1970.17,2023-06,-4.36
Gold Reaper 7|1970.17,2023-06,-9.20
Gold Reaper 8|1970.59,2023-06,-9.61
Gold Reaper 8|1949.20,2023-06,-13.48
Gold Reaper 8|1939.53,2023-06,21.99
Gold Reaper 7|1939.53,2023-06,13.01
Gold Reaper 8|1940.01,2023-06,9.31
Gold Reaper 8|1938.05,2023-06,8.27
GoldbotOne_8|1939.53,2023-06,-2.85
GoldDaily3|1939.53,2023-06,-0.40
GoldDaily1|1938.05,2023-06,-18.75
DaytradePro_XAUUSD|1932.03,2023-06,-7.55
Gold Reaper 1|1932.03,2023-06,-38.18
goldtrade_H|1932.03,2023-06,-1.71
Gold Reaper 4|1932.03,2023-06,-0.46
Gold Reaper 3|1932.03,2023-06,3.25
goldtrade_D|1932.03,2023-06,-0.45
goldtrade_E|1932.03,2023-06,5.35
GoldDaily2|1932.03,2023-06,-2.32
Gold Reaper 8|1929.80,2023-06,-0.09
DaytradePro_XAUUSD|1924.62,2023-06,-3.15
Gold Reaper 1|1924.62,2023-06,46.30
goldtrade_H|1924.62,2023-06,1.52
Gold Reaper 4|1924.62,2023-06,0.12
Gold Reaper 3|1924.62,2023-06,1.25
Gold Reaper 8|1924.62,2023-06,-3.17
Gold Reaper 7|1924.62,2023-06,-18.16
goldtrade_D|1924.62,2023-06,-0.10
goldtrade_E|1924.62,2023-06,1.03
GoldDaily1|1924.62,2023-06,-21.04
GoldDaily2|1924.62,2023-06,-0.08
GoldbotOne_8|1924.62,2023-06,-0.47
GoldDaily3|1924.62,2023-06,-13.26
Gold Reaper 8|1919.19,2023-06,-0.70
Gold Reaper 4|1910.16,2023-06,0.48
Gold Reaper 8|1910.16,2023-06,4.09
Gold Reaper 7|1910.16,2023-06,27.84
DaytradePro_XAUUSD|1910.16,2023-06,0.14
goldtrade_H|1910.16,2023-06,-0.08
Gold Reaper 3|1910.16,2023-06,0.25
GoldDaily1|1910.16,2023-06,-10.74
GoldDaily2|1910.16,2023-06,1.21
GoldbotOne_8|1910.16,2023-06,1.23
GoldDaily3|1910.16,2023-06,2.92
Gold Reaper 8|1930.99,2023-07,-0.70
Gold Reaper 7|1930.99,2023-07,-0.88
Gold Reaper 8|1935.09,2023-07,-3.73
Gold Reaper 4|1935.09,2023-07,-0.62
Gold Reaper 7|1935.09,2023-07,12.32
goldtrade_D|1935.09,2023-07,-1.27
goldtrade_H|1935.09,2023-07,-0.09
Gold Reaper 3|1935.09,2023-07,0.13
Gold Reaper 8|1934.90,2023-07,1.55
DaytradePro_XAUUSD|1935.09,2023-07,-0.08
GoldDaily3|1935.09,2023-07,20.31
GoldDaily1|1935.09,2023-07,-13.57
GoldbotOne_8|1935.09,2023-07,-0.50
Gold Reaper 8|1963.74,2023-07,-2.02
Gold Reaper 4|1963.74,2023-07,12.04
Gold Reaper 7|1963.74,2023-07,23.74
GoldDaily3|1967.90,2023-07,-9.19
GoldbotOne_8|1967.90,2023-07,-8.43
goldtrade_D|1972.97,2023-07,1.91
DaytradePro_XAUUSD|1972.97,2023-07,18.99
goldtrade_D|1983.40,2023-07,-9.56
DaytradePro_XAUUSD|1983.40,2023-07,5.18
Gold Reaper 8|1984.43,2023-07,-0.12
Gold Reaper 7|1984.43,2023-07,1.14
GoldbotOne_8|1985.26,2023-07,0.15
Gold Reaper 8|1956.73,2023-07,-4.38
Gold Reaper 7|1956.73,2023-07,-0.57
Gold Reaper 4|1949.88,2023-07,-9.64
Gold Reaper 8|1949.88,2023-07,8.38
Gold Reaper 7|1949.88,2023-07,-5.08
Gold Reaper 4|1945.72,2023-07,-0.10
Gold Reaper 8|1945.72,2023-07,2.34
GoldDaily1|1945.72,2023-07,-18.66
GoldbotOne_8|1945.72,2023-07,3.86
GoldDaily3|1945.72,2023-07,-13.00
DaytradePro_XAUUSD|1942.59,2023-08,-19.61
goldtrade_H|1942.59,2023-08,-9.69
Gold Reaper 4|1942.59,2023-08,-3.09
Gold Reaper 8|1942.59,2023-08,-9.23
Gold Reaper 3|1942.59,2023-08,-5.84
Gold Reaper 7|1942.59,2023-08,-1.75
goldtrade_D|1942.59,2023-08,-6.73
GoldDaily1|1942.59,2023-08,11.42
GoldbotOne_8|1942.59,2023-08,-8.49
GoldDaily3|1942.59,2023-08,11.83
Gold Reaper 4|1924.06,2023-08,-0.09
Gold Reaper 8|1924.06,2023-08,-0.08
Gold Reaper 7|1924.06,2023-08,3.69
Gold Reaper 8|1922.76,2023-08,0.40
Gold Reaper 8|1910.75,2023-08,-0.36
Gold Reaper 7|1910.75,2023-08,-0.10
GoldbotOne_8|1902.64,2023-08,-9.00
GoldDaily3|1902.64,2023-08,-4.95
Gold Reaper 8|1896.35,2023-08,-1.25
Gold Reaper 7|1896.35,2023-08,3.84
DaytradePro_XAUUSD|1892.98,2023-08,0.74
Gold Reaper 1|1892.98,2023-08,-0.19
goldtrade_D|1892.98,2023-08,0.91
goldtrade_E|1892.98,2023-08,4.93
GoldDaily2|1892.98,2023-08,1.20
GoldDaily3|1892.98,2023-08,-8.95
Gold Reaper 8|1884.97,2023-08,-21.76
Gold Reaper 7|1884.97,2023-08,-22.39
Gold Reaper 8|1923.32,2023-08,-11.36
Gold Reaper 7|1923.32,2023-08,0.14
Gold Reaper 8|1926.04,2023-08,8.19
Gold Reaper 8|1934.42,2023-09,-2.81
Gold Reaper 7|1934.42,2023-09,18.86
Gold Reaper 8|1915.30,2023-09,-4.43
DaytradePro_XAUUSD|1915.30,2023-09,-4.93
Gold Reaper 8|1916.55,2023-09,0.89
Gold Reaper 7|1916.55,2023-09,2.45
Gold Reaper 4|1915.30,2023-09,5.11
Gold Reaper 7|1915.30,2023-09,11.54
goldtrade_D|1915.30,2023-09,-0.08
GoldDaily1|1915.30,2023-09,-16.82
GoldbotOne_8|1915.30,2023-09,2.31
GoldDaily3|1915.30,2023-09,0.75
Gold Reaper 8|1907.58,2023-09,0.95
Gold Reaper 7|1915.75,2023-09,0.13
Gold Reaper 8|1930.71,2023-09,-6.00
Gold Reaper 4|1930.71,2023-09,-0.65
Gold Reaper 7|1930.71,2023-09,-2.06
GoldDaily3|1930.71,2023-09,0.18
GoldDaily1|1930.71,2023-09,-10.95
GoldbotOne_8|1930.71,2023-09,-0.66
Gold Reaper 8|1937.42,2023-09,8.20
Gold Reaper 7|1937.42,2023-09,6.06
Gold Reaper 8|1913.91,2023-09,-0.69
Gold Reaper 7|1913.91,2023-09,69.10
GoldDaily1|1913.91,2023-09,53.68
GoldbotOne_8|1913.91,2023-09,0.14
GoldDaily3|1913.91,2023-09,25.23
DaytradePro_XAUUSD|1900.99,2023-09,21.34
goldtrade_H|1900.99,2023-09,-0.91
Gold Reaper 8|1900.99,2023-09,20.58
Gold Reaper 4|1900.99,2023-09,21.74
Gold Reaper 3|1900.99,2023-09,-0.76
Gold Reaper 7|1900.99,2023-09,11.61
goldtrade_D|1900.99,2023-09,0.25
goldtrade_E|1900.99,2023-09,0.48
DaytradePro_XAUUSD|1884.84,2023-09,-3.17
Gold Reaper 1|1884.84,2023-09,11.94
goldtrade_D|1884.84,2023-09,7.71
goldtrade_E|1884.84,2023-09,11.17
GoldDaily2|1884.84,2023-09,25.06
GoldbotOne_8|1884.84,2023-09,14.85
Gold Reaper 8|1857.60,2023-09,7.96
Gold Reaper 4|1815.20,2023-10,0.11
Gold Reaper 8|1815.20,2023-10,-0.09
Gold Reaper 7|1815.20,2023-10,-4.87
DaytradePro_XAUUSD|1809.34,2023-10,-8.65
Gold Reaper 8|1879.78,2023-10,-0.08
Gold Reaper 8|1932.42,2023-10,5.89
goldtrade_H|1932.42,2023-10,5.54
goldtrade_D|1932.42,2023-10,8.60
Gold Reaper 3|1932.42,2023-10,6.20
DaytradePro_XAUUSD|1932.42,2023-10,11.21
Gold Reaper 4|1932.42,2023-10,16.12
Gold Reaper 7|1932.42,2023-10,10.60
GoldDaily2|1932.42,2023-10,16.18
GoldDaily1|1932.42,2023-10,11.10
GoldDaily3|1932.42,2023-10,24.93
GoldbotOne_8|1932.42,2023-10,21.04
goldtrade_H|1947.44,2023-10,0.68
goldtrade_D|1947.44,2023-10,-0.52
Gold Reaper 3|1947.44,2023-10,1.26
DaytradePro_XAUUSD|1947.44,2023-10,10.94
goldtrade_D|1952.93,2023-10,8.62
