jeu,mois,net
DaytradePro_XAUUSD|2483.69,2024-08,2.59
GoldDaily2|2483.69,2024-08,9.14
GoldDaily3|2483.69,2024-08,-2.76
GoldbotOne_8|2483.69,2024-08,3.15
Gold Reaper 6|2510.93,2024-08,-0.22
Gold Reaper 5|2510.93,2024-08,5.80
Gold Reaper 7|2510.93,2024-08,0.75
Gold Reaper 5|2493.95,2024-08,8.56
Gold Reaper 6|2526.94,2024-08,-38.10
Gold Reaper 5|2526.94,2024-08,-58.22
Gold Reaper 7|2526.94,2024-08,-0.14
Gold Reaper 5|2503.59,2024-08,-1.84
Gold Reaper 5|2529.04,2024-08,-18.39
Gold Reaper 5|2529.04,2024-09,-35.28
Gold Reaper 6|2529.04,2024-08,-20.13
Gold Reaper 4|2529.04,2024-08,-13.42
Gold Reaper 7|2529.04,2024-08,-22.61
Gold Reaper 4|2493.64,2024-08,-3.01
Gold Reaper 6|2493.64,2024-08,-3.18
Gold Reaper 6|2493.64,2024-09,-2.44
Gold Reaper 7|2493.64,2024-08,-0.08
Gold Reaper 7|2493.64,2024-09,2.61
Gold Reaper 5|2493.64,2024-08,-0.04
Gold Reaper 5|2493.64,2024-09,4.27
GoldDaily1|2493.64,2024-09,7.31
GoldbotOne_8|2493.64,2024-09,1.03
GoldDaily3|2493.64,2024-09,0.21
Gold Reaper 4|2470.87,2024-09,-2.83
Gold Reaper 7|2470.87,2024-09,-2.97
goldtrade_D|2529.23,2024-09,-1.61
Gold Reaper 6|2529.23,2024-09,-4.15
Gold Reaper 5|2529.23,2024-09,0.45
Gold Reaper 4|2529.23,2024-09,-11.88
Gold Reaper 7|2529.23,2024-09,18.24
goldtrade_D|2531.67,2024-09,-2.16
goldtrade_E|2531.67,2024-09,1.60
goldtrade_H|2531.67,2024-09,-0.48
GoldDaily3|2529.23,2024-09,27.60
GoldDaily1|2529.23,2024-09,25.55
GoldbotOne_8|2529.23,2024-09,-3.85
DaytradePro_XAUUSD|2531.67,2024-09,0.19
GoldDaily2|2531.67,2024-09,-2.23
Gold Reaper 6|2589.70,2024-09,8.51
Gold Reaper 5|2589.70,2024-09,8.83
Gold Reaper 4|2589.70,2024-09,5.84
Gold Reaper 7|2589.70,2024-09,-14.55
Gold Reaper 6|2560.76,2024-09,26.76
Gold Reaper 7|2560.76,2024-09,0.70
Gold Reaper 5|2560.76,2024-09,0.18
Gold Reaper 6|2600.18,2024-09,8.53
Gold Reaper 5|2600.18,2024-09,8.86
Gold Reaper 7|2600.18,2024-09,8.30
Gold Reaper 6|2670.57,2024-09,31.45
Gold Reaper 5|2670.57,2024-09,39.03
Gold Reaper 7|2670.57,2024-09,1.42
Gold Reaper 6|2632.05,2024-10,-3.99
Gold Reaper 7|2632.05,2024-10,-3.52
Gold Reaper 5|2632.05,2024-10,-3.65
Gold Reaper 4|2624.75,2024-10,0.76
Gold Reaper 6|2624.75,2024-10,-10.49
Gold Reaper 7|2624.75,2024-10,0.43
GoldDaily1|2624.75,2024-10,1.31
GoldbotOne_8|2624.75,2024-10,0.77
GoldDaily3|2624.75,2024-10,5.86
Gold Reaper 5|2604.78,2024-10,-53.16
Gold Reaper 6|2604.78,2024-10,-32.33
Gold Reaper 7|2604.78,2024-10,-34.59
Gold Reaper 6|2666.84,2024-10,7.97
Gold Reaper 5|2666.84,2024-10,28.54
Gold Reaper 7|2666.84,2024-10,0.64
Gold Reaper 7|2670.20,2024-10,13.92
GoldDaily3|2670.20,2024-10,-13.38
GoldDaily1|2670.20,2024-10,47.06
GoldbotOne_8|2670.20,2024-10,3.25
Gold Reaper 4|2673.18,2024-10,8.00
goldtrade_D|2685.58,2024-10,-2.42
goldtrade_E|2685.58,2024-10,-9.63
goldtrade_H|2685.58,2024-10,-21.00
DaytradePro_XAUUSD|2685.58,2024-10,-6.62
Gold Reaper 4|2685.58,2024-10,0.94
GoldbotOne_8|2685.58,2024-10,30.82
Gold Reaper 5|2740.58,2024-10,0.09
Gold Reaper 6|2747.72,2024-10,7.91
Gold Reaper 5|2747.72,2024-10,37.47
Gold Reaper 7|2747.72,2024-10,0.76
goldtrade_D|2758.45,2024-10,-2.55
goldtrade_H|2758.45,2024-10,-10.47
goldtrade_E|2758.45,2024-10,23.00
DaytradePro_XAUUSD|2758.45,2024-10,5.24
Gold Reaper 6|2758.45,2024-10,43.21
Gold Reaper 5|2758.45,2024-10,33.99
Gold Reaper 4|2758.45,2024-10,8.59
Gold Reaper 7|2758.45,2024-10,14.91
GoldDaily2|2758.45,2024-10,8.73
GoldDaily3|2758.45,2024-10,19.04
GoldDaily1|2758.45,2024-10,7.22
GoldbotOne_8|2758.45,2024-10,16.07
Gold Reaper 7|2731.57,2024-11,-3.84
Gold Reaper 6|2730.36,2024-11,0.23
Gold Reaper 7|2730.36,2024-11,1.23
Gold Reaper 5|2730.36,2024-11,0.79
Gold Reaper 7|2724.77,2024-11,14.91
Gold Reaper 6|2724.77,2024-11,8.77
Gold Reaper 5|2724.77,2024-11,9.25
Gold Reaper 7|2717.07,2024-11,15.26
Gold Reaper 4|2708.77,2024-11,-12.20
GoldDaily1|2708.77,2024-11,35.66
GoldbotOne_8|2708.77,2024-11,-15.34
GoldDaily3|2708.77,2024-11,-15.31
Gold Reaper 4|2643.35,2024-11,32.38
Gold Reaper 6|2643.35,2024-11,8.77
Gold Reaper 7|2643.35,2024-11,14.84
Gold Reaper 5|2643.35,2024-11,9.35
DaytradePro_XAUUSD|2603.87,2024-11,2.50
goldtrade_H|2603.87,2024-11,1.68
goldtrade_D|2603.87,2024-11,1.69
GoldbotOne_8|2603.87,2024-11,0.39
GoldDaily3|2603.87,2024-11,-7.24
Gold Reaper 6|2589.69,2024-11,8.63
Gold Reaper 7|2589.69,2024-11,8.56
Gold Reaper 5|2589.69,2024-11,9.04
GoldbotOne_8|2546.85,2024-11,-10.74
GoldDaily3|2546.85,2024-11,-17.34
Gold Reaper 6|2618.83,2024-11,17.26
Gold Reaper 5|2618.83,2024-11,17.83
Gold Reaper 7|2618.83,2024-11,0.19
Gold Reaper 5|2658.25,2024-11,0.71
Gold Reaper 6|2658.25,2024-11,0.21
Gold Reaper 7|2658.25,2024-11,0.81
Gold Reaper 6|2620.96,2024-12,5.63
Gold Reaper 7|2620.96,2024-12,-57.75
Gold Reaper 5|2655.66,2024-12,-22.07
Gold Reaper 7|2655.66,2024-12,-22.82
Gold Reaper 6|2632.45,2024-12,16.92
Gold Reaper 7|2632.45,2024-12,10.58
Gold Reaper 5|2632.45,2024-12,18.03
Gold Reaper 4|2621.94,2024-12,0.19
Gold Reaper 7|2621.94,2024-12,-13.65
Gold Reaper 6|2621.94,2024-12,8.87
Gold Reaper 5|2621.94,2024-12,9.33
Gold Reaper 6|2657.18,2024-12,33.46
Gold Reaper 5|2657.18,2024-12,3.25
Gold Reaper 4|2657.18,2024-12,0.16
Gold Reaper 7|2657.18,2024-12,0.73
GoldDaily3|2657.18,2024-12,4.85
GoldbotOne_8|2657.18,2024-12,0.81
Gold Reaper 6|2666.27,2024-12,8.63
Gold Reaper 4|2666.27,2024-12,5.61
Gold Reaper 7|2666.27,2024-12,3.13
GoldDaily1|2666.27,2024-12,-9.22
goldtrade_D|2721.38,2024-12,-16.71
goldtrade_H|2721.38,2024-12,-11.49
DaytradePro_XAUUSD|2721.38,2024-12,-15.41
Gold Reaper 4|2721.38,2024-12,-2.87
GoldDaily3|2721.38,2024-12,-14.66
GoldDaily1|2721.38,2024-12,-31.22
GoldbotOne_8|2721.38,2024-12,-18.80
Gold Reaper 7|2643.55,2024-12,0.69
Gold Reaper 6|2643.55,2024-12,0.21
Gold Reaper 5|2643.55,2024-12,0.80
Gold Reaper 7|2633.15,2024-12,39.52
Gold Reaper 5|2633.15,2024-12,17.41
Gold Reaper 6|2633.15,2024-12,8.13
DaytradePro_XAUUSD|2613.45,2024-12,15.73
goldtrade_H|2613.45,2024-12,28.80
Gold Reaper 4|2613.45,2024-12,12.44
goldtrade_D|2613.45,2024-12,18.18
GoldDaily1|2613.45,2024-12,-13.72
GoldbotOne_8|2613.45,2024-12,30.05
GoldDaily3|2613.45,2024-12,10.03
DaytradePro_XAUUSD|2605.29,2024-12,15.42
goldtrade_D|2605.29,2024-12,18.46
Gold Reaper 5|2633.41,2024-12,0.76
Gold Reaper 6|2633.41,2024-12,0.22
Gold Reaper 7|2633.41,2024-12,1.32
Gold Reaper 7|2608.18,2024-12,-3.18
