jeu,mois,net
goldtrade_H|1781.37,2021-10,4.58
DaytradePro_XAUUSD|1781.37,2021-10,10.23
Gold Reaper 6|1781.37,2021-10,5.81
Gold Reaper 5|1781.37,2021-10,6.02
Gold Reaper 4|1781.37,2021-10,2.90
Gold Reaper 7|1781.37,2021-10,9.71
GoldDaily3|1781.37,2021-10,2.40
GoldDaily1|1781.37,2021-10,-2.24
GoldbotOne_8|1781.37,2021-10,16.05
Gold Reaper 4|1787.19,2021-10,-0.23
Gold Reaper 5|1785.13,2021-10,0.27
Gold Reaper 6|1789.45,2021-10,11.75
Gold Reaper 5|1789.45,2021-10,-0.44
Gold Reaper 7|1789.45,2021-10,12.29
goldtrade_D|1800.59,2021-10,-0.69
goldtrade_H|1800.59,2021-10,-0.69
goldtrade_E|1800.59,2021-10,1.15
DaytradePro_XAUUSD|1800.59,2021-10,10.55
Gold Reaper 6|1800.59,2021-10,17.66
Gold Reaper 4|1800.59,2021-10,3.61
Gold Reaper 7|1800.59,2021-10,10.25
GoldDaily2|1800.59,2021-10,14.51
GoldDaily3|1800.59,2021-10,0.16
GoldDaily1|1800.59,2021-10,-0.73
GoldbotOne_8|1800.59,2021-10,2.18
goldtrade_D|1808.65,2021-10,0.95
DaytradePro_XAUUSD|1808.65,2021-10,4.05
Gold Reaper 4|1782.37,2021-10,-5.78
Gold Reaper 6|1782.37,2021-10,0.40
Gold Reaper 7|1782.37,2021-10,-5.53
Gold Reaper 5|1782.37,2021-10,-9.08
GoldDaily1|1782.37,2021-10,-0.04
GoldDaily1|1782.37,2021-11,-3.52
GoldbotOne_8|1782.37,2021-10,1.00
GoldDaily3|1782.37,2021-10,-0.04
GoldDaily3|1782.37,2021-11,-1.89
DaytradePro_XAUUSD|1771.92,2021-11,10.40
Gold Reaper 4|1771.92,2021-11,-9.08
Gold Reaper 6|1771.92,2021-11,5.87
Gold Reaper 7|1771.92,2021-11,9.91
goldtrade_D|1771.92,2021-11,10.52
Gold Reaper 5|1771.92,2021-11,6.20
GoldDaily1|1771.92,2021-11,-1.15
GoldbotOne_8|1771.92,2021-11,2.13
GoldDaily3|1771.92,2021-11,0.51
Gold Reaper 4|1760.30,2021-11,3.69
Gold Reaper 6|1796.38,2021-11,0.13
Gold Reaper 5|1796.38,2021-11,0.51
Gold Reaper 7|1796.38,2021-11,0.45
Gold Reaper 6|1810.41,2021-11,11.85
Gold Reaper 4|1810.41,2021-11,5.57
Gold Reaper 7|1810.41,2021-11,21.37
GoldDaily1|1810.41,2021-11,1.64
GoldDaily3|1810.41,2021-11,20.90
GoldbotOne_8|1810.41,2021-11,8.66
goldtrade_D|1813.83,2021-11,-0.43
goldtrade_H|1813.83,2021-11,0.66
goldtrade_E|1813.83,2021-11,4.13
DaytradePro_XAUUSD|1813.83,2021-11,-0.52
Gold Reaper 4|1813.83,2021-11,1.38
GoldDaily2|1813.83,2021-11,1.93
goldtrade_D|1834.00,2021-11,1.56
goldtrade_E|1834.00,2021-11,7.43
DaytradePro_XAUUSD|1834.00,2021-11,10.59
GoldDaily2|1834.00,2021-11,16.51
GoldbotOne_8|1834.00,2021-11,19.92
Gold Reaper 6|1868.52,2021-11,15.23
Gold Reaper 5|1868.52,2021-11,4.49
Gold Reaper 4|1868.52,2021-11,-10.16
Gold Reaper 7|1868.52,2021-11,-0.32
Gold Reaper 4|1849.55,2021-11,0.52
Gold Reaper 6|1849.55,2021-11,6.11
Gold Reaper 7|1849.55,2021-11,2.23
Gold Reaper 5|1849.55,2021-11,6.38
Gold Reaper 6|1845.23,2021-11,35.94
Gold Reaper 7|1845.23,2021-11,0.13
Gold Reaper 5|1845.23,2021-11,19.20
DaytradePro_XAUUSD|1778.53,2021-11,-8.14
goldtrade_H|1778.53,2021-11,-6.35
Gold Reaper 4|1778.53,2021-11,-9.10
Gold Reaper 6|1778.53,2021-11,-16.04
Gold Reaper 7|1778.53,2021-11,-10.07
Gold Reaper 5|1778.53,2021-11,-10.07
GoldDaily1|1778.53,2021-11,-13.36
GoldbotOne_8|1778.53,2021-11,-12.26
GoldDaily3|1778.53,2021-11,-15.65
Gold Reaper 4|1776.20,2021-11,0.46
Gold Reaper 6|1776.20,2021-11,2.13
Gold Reaper 7|1776.20,2021-11,0.50
Gold Reaper 5|1776.20,2021-11,0.12
Gold Reaper 6|1769.86,2021-12,0.12
Gold Reaper 7|1769.86,2021-12,0.46
Gold Reaper 5|1769.86,2021-12,0.51
Gold Reaper 6|1787.76,2021-12,-0.81
Gold Reaper 5|1787.76,2021-12,-0.79
Gold Reaper 4|1787.76,2021-12,-0.68
Gold Reaper 7|1787.76,2021-12,-11.35
Gold Reaper 6|1772.17,2021-12,0.57
Gold Reaper 7|1772.17,2021-12,1.25
Gold Reaper 5|1772.17,2021-12,1.36
Gold Reaper 5|1789.50,2021-12,-11.64
goldtrade_D|1793.09,2021-12,10.40
Gold Reaper 4|1770.12,2021-12,0.52
Gold Reaper 6|1770.12,2021-12,2.46
Gold Reaper 7|1770.12,2021-12,0.51
Gold Reaper 5|1770.12,2021-12,0.12
Gold Reaper 5|1766.47,2021-12,0.45
DaytradePro_XAUUSD|1761.85,2021-12,10.40
goldtrade_H|1761.85,2021-12,1.49
Gold Reaper 4|1761.85,2021-12,-1.17
goldtrade_D|1761.85,2021-12,0.37
goldtrade_E|1761.85,2021-12,4.63
GoldDaily1|1761.85,2021-12,-9.05
GoldDaily2|1761.85,2021-12,1.16
GoldbotOne_8|1761.85,2021-12,-2.84
GoldDaily3|1761.85,2021-12,-4.42
DaytradePro_XAUUSD|1758.82,2021-12,1.13
Gold Reaper 6|1791.60,2021-12,10.65
Gold Reaper 5|1791.60,2021-12,11.96
Gold Reaper 4|1791.60,2021-12,-9.06
Gold Reaper 7|1791.60,2021-12,9.13
GoldDaily3|1791.60,2021-12,5.45
GoldDaily1|1791.60,2021-12,6.94
GoldbotOne_8|1791.60,2021-12,18.72
DaytradePro_XAUUSD|1793.09,2021-12,4.33
Gold Reaper 6|1793.09,2021-12,5.87
Gold Reaper 4|1793.09,2021-12,7.95
Gold Reaper 7|1793.09,2021-12,18.58
Gold Reaper 4|1808.76,2021-12,8.87
Gold Reaper 6|1800.45,2021-12,14.08
Gold Reaper 7|1800.45,2021-12,5.23
goldtrade_D|1814.24,2021-12,-1.18
goldtrade_H|1814.24,2021-12,-1.23
DaytradePro_XAUUSD|1814.24,2021-12,-7.60
Gold Reaper 6|1814.24,2021-12,-16.05
Gold Reaper 5|1814.24,2021-12,1.13
Gold Reaper 7|1814.24,2021-12,0.52
GoldDaily3|1814.24,2021-12,-0.47
GoldbotOne_8|1814.24,2021-12,0.52
goldtrade_H|1820.20,2021-12,8.94
DaytradePro_XAUUSD|1820.20,2021-12,4.94
Gold Reaper 6|1820.20,2021-12,5.97
Gold Reaper 5|1820.20,2021-12,6.19
Gold Reaper 4|1820.20,2021-12,1.18
Gold Reaper 7|1820.20,2021-12,-0.04
Gold Reaper 7|1820.20,2022-01,0.98
GoldDaily3|1820.20,2021-12,-0.04
GoldDaily3|1820.20,2022-01,-3.38
GoldbotOne_8|1820.20,2021-12,1.18
Gold Reaper 4|1798.36,2022-01,0.47
Gold Reaper 6|1798.36,2022-01,-2.55
Gold Reaper 7|1798.36,2022-01,0.52
Gold Reaper 5|1798.36,2022-01,0.52
Gold Reaper 4|1789.41,2022-01,0.52
Gold Reaper 6|1789.41,2022-01,-3.15
Gold Reaper 7|1789.41,2022-01,-3.52
GoldDaily1|1789.41,2022-01,7.30
GoldbotOne_8|1789.41,2022-01,0.13
GoldDaily3|1789.41,2022-01,-1.65
Gold Reaper 5|1828.21,2022-01,-29.12
Gold Reaper 7|1828.21,2022-01,-62.90
Gold Reaper 6|1828.21,2022-01,-20.08
Gold Reaper 4|1829.63,2022-01,-13.12
Gold Reaper 7|1829.63,2022-01,-14.30
Gold Reaper 6|1812.30,2022-01,-2.30
Gold Reaper 7|1812.30,2022-01,-2.04
Gold Reaper 6|1813.12,2022-01,0.13
Gold Reaper 7|1813.12,2022-01,1.88
Gold Reaper 5|1813.12,2022-01,0.89
Gold Reaper 5|1812.30,2022-01,0.53
goldtrade_D|1829.21,2022-01,9.64
Gold Reaper 5|1829.21,2022-01,12.39
Gold Reaper 6|1829.21,2022-01,11.88
Gold Reaper 7|1829.21,2022-01,10.03
GoldDaily3|1829.21,2022-01,1.07
GoldDaily1|1829.21,2022-01,-15.91
GoldbotOne_8|1829.21,2022-01,3.14
goldtrade_E|1831.69,2022-01,10.61
goldtrade_H|1831.69,2022-01,4.82
DaytradePro_XAUUSD|1831.69,2022-01,10.53
Gold Reaper 4|1831.69,2022-01,6.55
GoldDaily2|1831.69,2022-01,17.35
Gold Reaper 6|1844.34,2022-01,6.08
Gold Reaper 5|1844.34,2022-01,6.29
Gold Reaper 7|1844.34,2022-01,-9.21
goldtrade_D|1847.95,2022-01,0.61
goldtrade_H|1847.95,2022-01,1.45
Gold Reaper 6|1847.95,2022-01,-3.69
DaytradePro_XAUUSD|1847.95,2022-01,0.13
Gold Reaper 5|1847.95,2022-01,1.93
Gold Reaper 4|1847.95,2022-01,0.51
Gold Reaper 7|1847.95,2022-01,-10.46
GoldDaily2|1847.95,2022-01,1.06
GoldDaily3|1847.95,2022-01,-13.38
GoldDaily1|1847.95,2022-01,-21.62
GoldbotOne_8|1847.95,2022-01,0.26
Gold Reaper 6|1828.49,2022-01,-0.97
Gold Reaper 7|1828.49,2022-01,1.43
Gold Reaper 5|1828.49,2022-01,1.56
DaytradePro_XAUUSD|1805.76,2022-01,3.26
Gold Reaper 4|1805.76,2022-01,1.16
Gold Reaper 7|1805.76,2022-01,-1.23
goldtrade_D|1805.76,2022-01,5.32
GoldDaily1|1805.76,2022-01,-11.96
GoldbotOne_8|1805.76,2022-01,1.16
GoldDaily3|1805.76,2022-01,15.35
DaytradePro_XAUUSD|1782.61,2022-01,24.07
goldtrade_H|1782.61,2022-01,-1.59
Gold Reaper 4|1782.61,2022-01,-2.47
goldtrade_D|1782.61,2022-01,-0.93
GoldDaily1|1782.61,2022-01,-9.21
GoldbotOne_8|1782.61,2022-01,-4.54
Gold Reaper 5|1808.77,2022-02,-1.61
Gold Reaper 6|1808.77,2022-02,-16.75
Gold Reaper 7|1808.77,2022-02,0.48
Gold Reaper 6|1794.40,2022-02,5.91
Gold Reaper 7|1794.40,2022-02,-10.16
Gold Reaper 5|1794.40,2022-02,6.18
Gold Reaper 6|1810.79,2022-02,1.84
Gold Reaper 5|1810.79,2022-02,1.72
Gold Reaper 7|1810.79,2022-02,0.82
Gold Reaper 6|1841.96,2022-02,5.25
Gold Reaper 5|1841.96,2022-02,5.21
Gold Reaper 7|1841.96,2022-02,-17.28
goldtrade_E|1853.87,2022-02,1.17
goldtrade_D|1853.87,2022-02,8.86
goldtrade_H|1853.87,2022-02,1.39
DaytradePro_XAUUSD|1853.87,2022-02,2.23
Gold Reaper 4|1853.87,2022-02,-1.65
GoldDaily2|1853.87,2022-02,-2.56
GoldDaily3|1853.87,2022-02,18.35
GoldDaily1|1853.87,2022-02,-12.99
GoldbotOne_8|1853.87,2022-02,-2.46
goldtrade_D|1877.15,2022-02,17.69
goldtrade_E|1877.15,2022-02,-0.18
DaytradePro_XAUUSD|1877.15,2022-02,-0.85
GoldDaily2|1877.15,2022-02,-8.19
GoldDaily3|1877.15,2022-02,-12.66
GoldbotOne_8|1877.15,2022-02,-12.25
Gold Reaper 6|1879.48,2022-02,6.15
Gold Reaper 5|1879.48,2022-02,6.26
Gold Reaper 4|1879.48,2022-02,6.98
Gold Reaper 7|1879.48,2022-02,10.22
Gold Reaper 5|1902.48,2022-02,17.96
GoldDaily3|1903.05,2022-02,-9.54
GoldbotOne_8|1903.05,2022-02,0.44
Gold Reaper 6|1914.10,2022-02,-4.41
Gold Reaper 5|1914.10,2022-02,19.07
Gold Reaper 4|1914.10,2022-02,20.19
Gold Reaper 7|1914.10,2022-02,17.11
goldtrade_D|1916.59,2022-02,9.63
goldtrade_E|1916.59,2022-02,12.54
GoldDaily2|1916.59,2022-02,19.10
GoldDaily3|1916.59,2022-02,24.53
GoldbotOne_8|1916.59,2022-02,20.80
Gold Reaper 6|1889.56,2022-02,0.10
Gold Reaper 7|1889.56,2022-02,0.50
Gold Reaper 5|1889.56,2022-02,0.54
Gold Reaper 6|1928.39,2022-03,-1.00
Gold Reaper 7|1928.39,2022-03,-1.47
Gold Reaper 6|1950.17,2022-03,-4.53
Gold Reaper 5|1950.17,2022-03,-18.12
Gold Reaper 4|1950.17,2022-03,-9.76
Gold Reaper 7|1950.17,2022-03,-16.81
GoldDaily1|1950.17,2022-03,-15.82
GoldDaily3|1950.17,2022-03,-16.84
GoldbotOne_8|1950.17,2022-03,-13.20
DaytradePro_XAUUSD|1974.44,2022-03,8.30
goldtrade_E|1974.44,2022-03,10.30
goldtrade_H|1974.44,2022-03,8.52
GoldDaily3|1974.44,2022-03,23.74
Gold Reaper 4|1974.44,2022-03,7.25
Gold Reaper 7|1974.44,2022-03,8.45
Gold Reaper 4|1970.82,2022-03,-10.09
Gold Reaper 6|1970.82,2022-03,6.54
Gold Reaper 7|1970.82,2022-03,0.92
Gold Reaper 5|1970.82,2022-03,0.12
Gold Reaper 5|1958.78,2022-03,0.86
Gold Reaper 5|1907.07,2022-03,0.51
Gold Reaper 7|1917.89,2022-03,-10.48
Gold Reaper 5|1917.89,2022-03,6.58
Gold Reaper 6|1940.58,2022-03,11.77
Gold Reaper 7|1940.58,2022-03,4.14
Gold Reaper 6|1949.81,2022-03,6.39
Gold Reaper 5|1949.81,2022-03,6.61
Gold Reaper 4|1949.81,2022-03,4.99
Gold Reaper 7|1949.81,2022-03,2.35
Gold Reaper 4|1910.72,2022-03,5.32
Gold Reaper 6|1910.72,2022-03,6.36
Gold Reaper 7|1910.72,2022-03,-0.38
Gold Reaper 5|1910.72,2022-03,6.58
GoldDaily1|1910.72,2022-03,-12.97
GoldbotOne_8|1910.72,2022-03,2.31
GoldDaily3|1910.72,2022-03,-9.88
DaytradePro_XAUUSD|1895.03,2022-03,-0.56
goldtrade_H|1895.03,2022-03,1.24
Gold Reaper 4|1895.03,2022-03,-1.32
goldtrade_D|1895.03,2022-03,5.34
GoldbotOne_8|1895.03,2022-03,7.60
Gold Reaper 5|1938.49,2022-03,0.52
Gold Reaper 4|1915.47,2022-04,-5.02
Gold Reaper 6|1915.47,2022-04,-20.42
Gold Reaper 7|1915.47,2022-04,-16.89
Gold Reaper 5|1915.47,2022-04,-14.11
Gold Reaper 5|1937.74,2022-04,0.52
Gold Reaper 6|1944.59,2022-04,-0.20
Gold Reaper 5|1944.59,2022-04,-2.17
Gold Reaper 4|1944.59,2022-04,0.14
Gold Reaper 7|1944.59,2022-04,9.47
GoldDaily3|1944.59,2022-04,20.41
GoldDaily1|1944.59,2022-04,8.27
GoldbotOne_8|1944.59,2022-04,0.54
Gold Reaper 4|1949.76,2022-04,6.13
Gold Reaper 7|1949.76,2022-04,3.15
goldtrade_D|1966.11,2022-04,-1.50
goldtrade_H|1966.11,2022-04,-0.28
DaytradePro_XAUUSD|1966.11,2022-04,-1.23
Gold Reaper 4|1966.11,2022-04,-0.80
GoldDaily1|1966.11,2022-04,3.87
Gold Reaper 5|1969.88,2022-04,3.39
Gold Reaper 6|1981.58,2022-04,16.41
Gold Reaper 5|1981.58,2022-04,6.52
Gold Reaper 7|1981.58,2022-04,6.78
Gold Reaper 4|1960.47,2022-04,0.51
Gold Reaper 6|1960.47,2022-04,6.55
Gold Reaper 7|1960.47,2022-04,6.03
Gold Reaper 5|1960.47,2022-04,6.26
Gold Reaper 6|1939.33,2022-04,-0.32
Gold Reaper 7|1939.33,2022-04,1.03
Gold Reaper 5|1939.33,2022-04,1.14
Gold Reaper 5|1936.65,2022-04,-10.90
DaytradePro_XAUUSD|1915.04,2022-04,-0.61
Gold Reaper 4|1915.04,2022-04,8.59
goldtrade_D|1915.04,2022-04,-2.33
GoldDaily1|1915.04,2022-04,8.59
GoldbotOne_8|1915.04,2022-04,16.14
GoldDaily3|1915.04,2022-04,21.11
DaytradePro_XAUUSD|1890.08,2022-04,-17.44
Gold Reaper 4|1891.48,2022-04,-1.98
Gold Reaper 7|1891.48,2022-04,-12.85
Gold Reaper 6|1891.48,2022-04,-3.22
Gold Reaper 5|1891.48,2022-04,6.18
goldtrade_H|1890.08,2022-04,0.49
goldtrade_D|1890.08,2022-04,-9.64
goldtrade_E|1890.08,2022-04,-0.49
GoldDaily1|1890.08,2022-04,-9.61
GoldDaily2|1890.08,2022-04,-2.97
GoldbotOne_8|1890.08,2022-04,-9.95
GoldDaily3|1890.08,2022-04,-12.92
DaytradePro_XAUUSD|1878.03,2022-04,-0.83
goldtrade_D|1878.03,2022-04,3.88
GoldbotOne_8|1878.03,2022-04,1.19
Gold Reaper 7|1911.21,2022-04,3.41
Gold Reaper 4|1872.04,2022-05,-0.98
Gold Reaper 6|1872.04,2022-05,-1.53
Gold Reaper 7|1872.04,2022-05,-1.16
Gold Reaper 5|1872.04,2022-05,-1.25
Gold Reaper 7|1878.07,2022-05,0.11
Gold Reaper 6|1866.09,2022-05,0.28
Gold Reaper 7|1866.09,2022-05,1.05
DaytradePro_XAUUSD|1850.39,2022-05,-8.04
goldtrade_H|1850.39,2022-05,-5.52
Gold Reaper 4|1850.39,2022-05,4.90
goldtrade_D|1850.39,2022-05,15.52
Gold Reaper 6|1850.39,2022-05,6.07
Gold Reaper 7|1850.39,2022-05,7.69
goldtrade_E|1850.39,2022-05,0.84
GoldDaily1|1850.39,2022-05,4.47
GoldDaily2|1850.39,2022-05,8.93
GoldbotOne_8|1850.39,2022-05,7.67
GoldDaily3|1850.39,2022-05,3.89
Gold Reaper 4|1832.00,2022-05,17.32
Gold Reaper 6|1832.00,2022-05,6.13
Gold Reaper 7|1832.00,2022-05,10.26
Gold Reaper 5|1832.00,2022-05,6.31
GoldbotOne_8|1820.95,2022-05,1.18
GoldDaily3|1820.95,2022-05,-3.70
GoldbotOne_8|1788.67,2022-05,-12.34
GoldDaily3|1788.67,2022-05,-16.72
Gold Reaper 6|1836.10,2022-05,5.99
Gold Reaper 5|1836.10,2022-05,1.42
Gold Reaper 4|1836.10,2022-05,2.11
Gold Reaper 7|1836.10,2022-05,0.11
Gold Reaper 6|1865.44,2022-05,0.52
Gold Reaper 6|1865.44,2023-10,12.26
Gold Reaper 5|1865.44,2022-05,0.11
Gold Reaper 5|1865.44,2023-10,12.71
Gold Reaper 7|1865.44,2022-05,0.48
Gold Reaper 7|1865.44,2023-10,12.56
Gold Reaper 4|1840.66,2022-05,-2.09
Gold Reaper 6|1840.66,2022-05,-0.96
Gold Reaper 7|1840.66,2022-05,6.12
Gold Reaper 5|1840.66,2022-05,-2.88
GoldDaily1|1840.66,2022-05,-0.04
GoldDaily1|1840.66,2022-06,-2.15
GoldbotOne_8|1840.66,2022-05,-0.04
GoldbotOne_8|1840.66,2022-06,5.06
GoldDaily3|1840.66,2022-05,-0.04
GoldDaily3|1840.66,2022-06,2.58
Gold Reaper 6|1863.99,2022-06,-1.91
Gold Reaper 5|1863.99,2022-06,-1.88
Gold Reaper 4|1863.99,2022-06,0.13
Gold Reaper 7|1863.99,2022-06,-0.69
GoldDaily3|1863.99,2022-06,1.63
GoldDaily1|1863.99,2022-06,1.63
GoldbotOne_8|1863.99,2022-06,1.44
goldtrade_D|1869.72,2022-06,-0.96
goldtrade_H|1869.72,2022-06,-1.63
DaytradePro_XAUUSD|1869.72,2022-06,-1.55
Gold Reaper 4|1869.72,2022-06,-0.67
Gold Reaper 7|1869.72,2022-06,-2.06
Gold Reaper 5|1847.34,2022-06,19.94
Gold Reaper 5|1840.03,2022-06,6.30
Gold Reaper 4|1837.04,2022-06,2.19
Gold Reaper 6|1837.04,2022-06,6.06
Gold Reaper 7|1837.04,2022-06,10.22
Gold Reaper 5|1837.04,2022-06,6.34
GoldDaily1|1837.04,2022-06,-9.37
GoldbotOne_8|1837.04,2022-06,-1.02
GoldDaily3|1837.04,2022-06,-2.69
DaytradePro_XAUUSD|1828.50,2022-06,0.13
goldtrade_H|1828.50,2022-06,0.12
Gold Reaper 4|1828.50,2022-06,-2.23
Gold Reaper 7|1828.50,2022-06,2.33
goldtrade_D|1828.50,2022-06,-1.57
Gold Reaper 6|1859.67,2022-06,12.18
Gold Reaper 5|1859.67,2022-06,-10.47
Gold Reaper 4|1859.67,2022-06,2.46
Gold Reaper 7|1859.67,2022-06,20.49
goldtrade_D|1874.07,2022-06,-0.67
goldtrade_E|1874.07,2022-06,0.50
goldtrade_H|1874.07,2022-06,-1.53
DaytradePro_XAUUSD|1874.07,2022-06,-2.26
Gold Reaper 6|1874.07,2022-06,-2.17
Gold Reaper 5|1874.07,2022-06,2.75
Gold Reaper 4|1874.07,2022-06,-0.20
Gold Reaper 7|1874.07,2022-06,35.25
GoldDaily2|1874.07,2022-06,-0.24
GoldDaily3|1874.07,2022-06,-10.15
GoldDaily1|1874.07,2022-06,-16.87
GoldbotOne_8|1874.07,2022-06,-1.42
Gold Reaper 6|1825.04,2022-06,-2.87
Gold Reaper 7|1825.04,2022-06,-2.54
Gold Reaper 5|1825.04,2022-06,-2.60
Gold Reaper 5|1808.92,2022-06,1.83
Gold Reaper 6|1833.85,2022-06,0.11
Gold Reaper 7|1833.85,2022-06,0.53
Gold Reaper 6|1823.43,2022-06,-12.18
Gold Reaper 7|1823.43,2022-06,-15.13
Gold Reaper 5|1823.43,2022-06,-16.32
DaytradePro_XAUUSD|1816.91,2022-06,2.16
Gold Reaper 6|1816.91,2022-06,-15.86
Gold Reaper 7|1816.91,2022-06,1.16
Gold Reaper 5|1816.91,2022-06,-8.04
GoldDaily1|1816.91,2022-06,-12.42
GoldbotOne_8|1816.91,2022-06,1.17
GoldDaily3|1816.91,2022-06,0.13
Gold Reaper 5|1812.00,2022-06,-3.82
DaytradePro_XAUUSD|1805.08,2022-06,-7.38
goldtrade_H|1805.08,2022-06,-6.38
Gold Reaper 4|1805.08,2022-06,-9.24
goldtrade_D|1805.08,2022-06,-10.05
goldtrade_E|1805.08,2022-06,-0.95
GoldDaily1|1805.08,2022-06,-12.47
GoldDaily2|1805.08,2022-06,0.47
GoldbotOne_8|1805.08,2022-06,-12.02
DaytradePro_XAUUSD|1786.68,2022-07,-1.68
goldtrade_D|1786.68,2022-07,-0.53
goldtrade_E|1786.68,2022-07,0.53
GoldDaily2|1786.68,2022-07,0.29
Gold Reaper 4|1784.55,2022-07,-0.62
Gold Reaper 6|1784.55,2022-07,5.16
Gold Reaper 7|1784.55,2022-07,47.67
Gold Reaper 5|1784.55,2022-07,6.19
DaytradePro_XAUUSD|1780.30,2022-07,10.47
goldtrade_D|1780.30,2022-07,12.61
goldtrade_E|1780.30,2022-07,18.11
GoldDaily2|1780.30,2022-07,6.96
GoldbotOne_8|1780.30,2022-07,18.67
GoldDaily3|1780.30,2022-07,23.52
DaytradePro_XAUUSD|1752.19,2022-07,-1.23
goldtrade_D|1752.19,2022-07,10.29
goldtrade_E|1752.19,2022-07,12.47
GoldbotOne_8|1752.19,2022-07,19.43
GoldDaily3|1752.19,2022-07,36.69
Gold Reaper 4|1732.22,2022-07,-2.86
Gold Reaper 6|1732.22,2022-07,-0.62
Gold Reaper 7|1732.22,2022-07,15.60
DaytradePro_XAUUSD|1732.22,2022-07,-7.03
Gold Reaper 5|1733.09,2022-07,-2.97
goldtrade_H|1732.22,2022-07,-8.55
Gold Reaper 7|1733.09,2022-07,-1.92
Gold Reaper 6|1733.09,2022-07,-4.57
goldtrade_D|1732.22,2022-07,0.12
Gold Reaper 5|1732.22,2022-07,14.09
GoldDaily1|1732.22,2022-07,-3.14
GoldDaily2|1732.22,2022-07,3.37
GoldbotOne_8|1732.22,2022-07,3.44
GoldDaily3|1732.22,2022-07,2.43
Gold Reaper 5|1723.25,2022-07,-1.02
goldtrade_D|1721.62,2022-07,11.48
goldtrade_E|1721.62,2022-07,5.16
GoldDaily2|1721.62,2022-07,1.99
GoldbotOne_8|1721.62,2022-07,0.45
GoldDaily3|1721.62,2022-07,-19.31
Gold Reaper 7|1744.64,2022-07,-0.88
Gold Reaper 5|1707.28,2022-07,0.57
Gold Reaper 7|1707.28,2022-07,0.45
Gold Reaper 7|1705.34,2022-07,3.17
DaytradePro_XAUUSD|1697.60,2022-07,10.97
goldtrade_H|1697.60,2022-07,4.06
Gold Reaper 4|1697.60,2022-07,7.45
Gold Reaper 6|1697.60,2022-07,5.63
Gold Reaper 7|1697.60,2022-07,7.75
goldtrade_D|1697.60,2022-07,12.97
Gold Reaper 5|1697.60,2022-07,4.10
goldtrade_E|1697.60,2022-07,1.73
GoldDaily1|1697.60,2022-07,4.25
GoldDaily2|1697.60,2022-07,8.80
GoldbotOne_8|1697.60,2022-07,18.07
GoldDaily3|1697.60,2022-07,7.76
Gold Reaper 6|1723.95,2022-07,5.65
Gold Reaper 5|1723.95,2022-07,2.07
Gold Reaper 4|1723.95,2022-07,0.44
Gold Reaper 7|1723.95,2022-07,3.23
Gold Reaper 5|1714.79,2022-07,-0.50
Gold Reaper 7|1713.66,2022-07,0.07
Gold Reaper 5|1713.66,2022-07,-26.68
goldtrade_D|1739.30,2022-07,-1.89
DaytradePro_XAUUSD|1739.30,2022-07,-2.26
Gold Reaper 6|1739.30,2022-07,-5.54
Gold Reaper 5|1739.30,2022-07,-4.60
Gold Reaper 4|1739.30,2022-07,-1.93
Gold Reaper 7|1739.30,2022-07,-3.92
GoldDaily3|1739.30,2022-07,-2.48
GoldDaily1|1739.30,2022-07,17.28
GoldbotOne_8|1739.30,2022-07,-4.05
Gold Reaper 4|1745.45,2022-07,-0.28
GoldDaily1|1745.45,2022-07,-8.71
Gold Reaper 5|1767.98,2022-08,11.11
Gold Reaper 6|1767.98,2022-08,17.38
Gold Reaper 7|1767.98,2022-08,3.83
Gold Reaper 6|1788.06,2022-08,5.88
Gold Reaper 5|1788.06,2022-08,4.06
Gold Reaper 4|1788.06,2022-08,-8.92
Gold Reaper 7|1788.06,2022-08,0.47
goldtrade_D|1794.98,2022-08,-0.45
goldtrade_H|1794.98,2022-08,-0.26
Gold Reaper 6|1794.98,2022-08,11.76
DaytradePro_XAUUSD|1794.98,2022-08,2.31
Gold Reaper 5|1794.98,2022-08,-4.09
Gold Reaper 4|1794.98,2022-08,1.32
Gold Reaper 7|1794.98,2022-08,-16.65
GoldDaily2|1794.98,2022-08,-0.44
GoldDaily3|1794.98,2022-08,-1.78
GoldDaily1|1794.98,2022-08,-24.23
GoldbotOne_8|1794.98,2022-08,-0.43
Gold Reaper 5|1800.43,2022-08,6.04
Gold Reaper 4|1783.49,2022-08,3.52
Gold Reaper 6|1783.49,2022-08,5.93
Gold Reaper 7|1783.49,2022-08,2.13
Gold Reaper 5|1783.49,2022-08,6.18
Gold Reaper 7|1772.99,2022-08,0.46
Gold Reaper 5|1772.99,2022-08,0.12
Gold Reaper 5|1771.42,2022-08,6.06
Gold Reaper 5|1759.82,2022-08,0.45
Gold Reaper 4|1754.31,2022-08,14.73
GoldDaily1|1754.31,2022-08,13.57
GoldbotOne_8|1754.31,2022-08,19.60
GoldDaily3|1754.31,2022-08,23.35
Gold Reaper 5|1754.12,2022-08,-20.52
Gold Reaper 7|1754.12,2022-08,0.45
DaytradePro_XAUUSD|1727.80,2022-08,2.07
goldtrade_H|1727.80,2022-08,0.56
Gold Reaper 4|1727.80,2022-08,1.19
Gold Reaper 6|1727.80,2022-08,5.71
Gold Reaper 7|1727.80,2022-08,-1.72
goldtrade_D|1727.80,2022-08,4.33
Gold Reaper 5|1727.80,2022-08,-4.95
goldtrade_E|1727.80,2022-08,1.62
GoldDaily1|1727.80,2022-08,-6.38
GoldDaily2|1727.80,2022-08,1.41
